EN Name,[TBD] Name
10-in-1 - Arcade Collection (USA) (eShop),
10-in-1 - Arcade Collection (Europe) (eShop),
1001 Spikes (USA) (eShop),
1001 Spikes (USA) (Rev 1) (eShop),
"101 Dino Pets 3D (Europe) (En,Fr,De,Es,It) (eShop)",
"101 Penguin Pets 3D (Europe) (En,Fr,De,Es,It) (eShop)",
"101 Pony Pets 3D (Europe) (En,Fr,De,Es,It) (eShop)",
2 Fast 4 Gnomz (Europe) (eShop),
"2048 (Europe) (En,Fr,De,Es,It) (eShop)",
2048 (USA) (eShop),
3D After Burner II (Europe) (eShop),
3D Altered Beast (USA) (eShop),
"3D Altered Beast (Europe) (En,Fr,De,Es,It) (eShop)",
3D Bare Knuckle II - Shitou e no Requiem (Japan) (eShop),
3D Classics - Excitebike (USA) (Rev 1) (eShop),
"3D Classics - Excitebike (Europe) (En,Fr,De,Es,It) (eShop)",
3D Classics - Excitebike (Japan) (eShop),
3D Classics - Excitebike (USA) (eShop),
3D Classics - Kid Icarus (Europe) (eShop),
3D Classics - Kid Icarus (USA) (eShop),
3D Classics - Kirby's Adventure (Europe) (eShop),
3D Classics - Kirby's Adventure (USA) (eShop),
3D Classics - TwinBee (USA) (eShop),
3D Classics - TwinBee (Europe) (eShop),
3D Classics - Xevious (USA) (eShop),
3D Classics - Xevious (Europe) (eShop),
3D Classics Urban Champion (USA) (eShop),
3D Classics Urban Champion (Europe) (eShop),
3D Ecco the Dolphin (USA) (eShop),
"3D Ecco the Dolphin (Europe) (En,Fr,De,Es,It) (eShop)",
3D Fantasy Zone (Europe) (eShop),
3D Fantasy Zone - Opa-Opa Bros. (Japan) (eShop),
3D Fantasy Zone - Opa-Opa Bros. (USA) (eShop),
3D Fantasy Zone II W (Europe) (eShop),
3D Fantasy Zone II W (Japan) (eShop),
"3D Galaxy Force II (USA) (En,Fr,Es) (eShop)",
3D Gunstar Heroes (Japan) (eShop),
3D Gunstar Heroes (Europe) (eShop),
3D Gunstar Heroes (USA) (eShop),
"3D Machine Series, The - Episode 1 (Europe) (eShop) (Video)",
"3D Machine Series, The - Episode 2 (Europe) (eShop) (Video)",
"3D Machine Series, The - Episode 3 (Europe) (eShop) (Video)",
"3D Machine Series, The - Episode 4 (Europe) (eShop) (Video)",
"3D Machine Series, The - Episode 5 (Europe) (eShop) (Video)",
"3D Machine, The (Europe) (eShop) (Video)",
3D OutRun (Europe) (eShop),
3D OutRun (Japan) (eShop),
3D Shinobi III - Return of the Ninja Master (Europe) (eShop),
3D Solitaire (Europe) (eShop),
3D Sonic the Hedgehog (USA) (eShop),
3D Sonic the Hedgehog (Europe) (eShop),
3D Sonic the Hedgehog 2 (Japan) (eShop),
3D Sonic the Hedgehog 2 (Europe) (eShop),
3D Sonic the Hedgehog 2 (USA) (eShop),
3D Space Harrier (USA) (eShop),
"3D Space Harrier (Europe) (En,Fr,De,Es,It) (eShop)",
"3D Streets of Rage (USA) (En,Fr,Es) (eShop)",
"3D Streets of Rage (Europe) (En,Fr,De,Es,It) (eShop)",
"3D Streets of Rage 2 (Europe) (En,Fr) (eShop)",
3D Streets of Rage 2 (USA) (eShop),
3D Super Hang-On (USA) (eShop),
3D Thunder Blade (Europe) (eShop),
3D Thunder Blade (USA) (eShop),
3D Visual Experience (USA) (eShop),
50 Pinch Barrage!! (USA) (eShop),
7th Dragon III Code - VFD (USA) (eShop),
A-Train - 3D City Simulator (Europe) (eShop),
Adventure Bar Story (USA) (eShop),
Adventure Bar Story (Europe) (eShop),
Adventure Time - Explore the Dungeon because I DON'T KNOW! - Update 1.1 (Europe),
Aero Porter (USA) (eShop),
Aero Porter (Europe) (eShop),
AeternoBlade (Europe) (eShop),
AeternoBlade (USA) (eShop),
AiRace Speed (Europe) (eShop),
AiRace Xeno (Europe) (Rev 1) (eShop),
AiRace Xeno (Europe) (eShop),
"Alien Chaos 3D (Europe) (En,Fr,De,Es,It) (eShop)",
Alien on the Run (USA) (eShop),
Alphadia (USA) (eShop),
"Ambassador Certificate (USA) (En,Fr,Es,Pt) (eShop)",
Angry Bunnies (Europe) (eShop),
"Angry Video Game Nerd Adventures, The (USA) (eShop)",
"Angry Video Game Nerd Adventures, The (Europe) (eShop)",
"Animal Crossing - Happy Home Designer (Europe) (En,Fr,De,Es,It) (Legit CIA)",
"Animal Crossing - New Leaf (Europe) (En,Fr,De,Es,It) (Legit CIA)",
Animal Crossing - New Leaf (USA) (Legit CIA),
"Another World - 20th Anniversary Edition (Europe) (En,Fr,De,Es,It) (eShop)",
"Aqua Moto Racing 3D (Europe) (En,Fr,De,Es,It,Pt) (eShop)",
"Arc Style - Baseball 3D (Europe) (En,Fr,De,Es,It,Pt) (eShop)",
Armed Blue - Gunvolt (Japan) (eShop),
Art of Balance TOUCH! (USA) (eShop),
"Art of Balance TOUCH! (Europe) (En,Fr,De,Es) (eShop)",
Attack of the Friday Monsters! A Tokyo Tale (USA) (eShop),
Attack of the Friday Monsters! A Tokyo Tale (Europe) (eShop),
Attack on Titan - Humanity in Chains (USA) (eShop),
ATV Wild Ride (USA) (eShop),
