Name EN,Name CN
Anchorz Field (Japan),领域争夺战
Armored Unit (Japan),装甲部队
Bakusou Dekotora Densetsu for WonderSwan (Japan),爆走卡车传說
beatmania for WonderSwan (Japan),狂热节拍
Buffers Evolution (Japan),兽人竞走
Cardcaptor Sakura - Sakura to Fushigi na Clow Card (Japan),库洛魔法使
Chaos Gear - Michibikareshi Mono (Japan),混乱齿轮
Chocobo no Fushigi na Dungeon for WonderSwan (Japan) (Rev 2),路行鸟之不可思意的迷宫
Chocobo no Fushigi na Dungeon for WonderSwan (Japan) (Rev 1),路行鸟之不可思意的迷宫
Chocobo no Fushigi na Dungeon for WonderSwan (Japan) (Rev 3),路行鸟之不可思意的迷宫
Chou Aniki - Otoko no Tamafuda (Japan) (Rev 4),超兄贵 - 男之花札
Chou Denki Card Battle - Youfu Makai (Japan) (Rev 3),妖符魔界
Clock Tower for WonderSwan (Japan) (Rev 1),钟楼
Crazy Climber (Japan),疯狂爬楼者
D's Garage 21 Koubo Game - Tane o Maku Tori (Japan),播种鸟
Densha de Go! (Japan) (Rev 1),电车GO
Densha de Go! 2 (Japan),电车GO2
Digimon - Ver. WonderSwan (Hong Kong) (En),数码宝贝
Digimon Adventure - Anode Tamer (Japan) (Rev 1),数码宝贝 - 阳极版
Digimon Adventure - Anode Tamer (Japan),数码宝贝 - 阳极版
Digimon Adventure - Cathode Tamer (Japan),数码宝贝 - 阴极版
Digimon Adventure 02 - Tag Tamers (Japan) (Rev 1),数码宝贝02 - 附属团队
Digimon Adventure 02 - Tag Tamers (Japan),数码宝贝02 - 附属团队
Digital Monster - Ver. WonderSwan (Japan) (Rev 1),数码宝贝
Digital Partner (Japan),数码宝贝 - 数位拍档
Dokodemo Hamster (Japan),哈姆太郎
Engacho! for WonderSwan (Japan),返家十万里
Fever - Sankyo Koushiki Pachinko Simulation for WonderSwan (Japan),三京柏青哥机模拟大攻略
Final Lap 2000 (Japan),最后冲刺2000
Fire Pro Wrestling for WonderSwan (Japan) (Rev 5),火爆职业摔角
Fishing Freaks - Bass Rise for WonderSwan (Japan),狂钓黑巴斯
From TV Animation One Piece - Mezase Kaizoku Ou! (Japan),海贼王 - 目标海贼王
