EN Name,[TBD] Name
32X Sample Program - PWM Sound Demo (Unknown) (SDK Build),
After Burner Complete (Europe),
"After Burner Complete ~ After Burner (Japan, USA)",
"Amazing Spider-Man, The - Web of Fire (USA)",
BC Racers (USA),
Blackthorne (USA),
Brutal - Above the Claw (USA),
"Chaotix ~ Knuckles' Chaotix (Japan, USA)",
ClayFighter 2 (USA) (Proto) (1995-04-28),
Cosmic Carnage (Europe),
"Cosmic Carnage (Japan, USA) (Beta) (1994-09-06)",
"Cosmic Carnage (Japan, USA) (Beta) (1994-09-21)",
"Cosmic Carnage (Japan, USA) (Beta) (1994-10-07)",
"Cosmic Carnage (Japan, USA) (Beta) (1994-10-11)",
"Cosmic Carnage (Japan, USA) (Beta) (1994-10-04)",
"Cosmic Carnage (Japan, USA) (Beta) (1994-10-05)",
"Cosmic Carnage (Japan, USA) (Beta) (1994-09-26)",
"Cosmic Carnage (Japan, USA) (Beta) (1994-09-28)",
"Cyber Brawl ~ Cosmic Carnage (Japan, USA)",
"Darxide (Europe) (En,Fr,De,Es)",
Doom (Europe),
"Doom (Japan, USA)",
"Doom (Japan, USA) (Beta) (1994-09-09)",
"Doom (Japan, USA) (Beta) (1994-09-25)",
"Doom (Japan, USA) (Beta) (1994-09-27)",
"Doom (Japan, USA) (Beta) (1994-09-23)",
"Doom (Japan, USA) (Beta) (1994-09-06)",
"Doom (Japan, USA) (Beta) (1994-09-14)",
Doom (Europe) (Beta) (1994-10-02),
"Doom (Japan, USA) (Beta) (1994-09-16)",
"Doom (Japan, USA) (Beta) (1994-12-01)",
"Doom (Japan, USA) (Beta) (1994-09-21)",
"Doom RR (Japan, USA) (Beta) (1995-03-07)",
"Doom RR (Japan, USA) (Beta) (1995-02-21)",
"Doom RR (Japan, USA) (Beta) (1995-02-15)",
Ecco the Dolphin (USA) (Demo) (Developer Cart),
"FIFA Soccer 96 (Europe) (En,Fr,De,Es,It,Sv)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA)",
Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Europe),
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-07-06)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-10-11)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-10-17)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-10-18)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-10-24)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-10-26)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-01)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-03)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-05)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-07)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-08)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-09)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-16)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-19) (Alt 1)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-19)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-21)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-22) (Alt 1)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-18)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-23)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-22)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-26)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-27)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-28)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-11-29)",
"Golf Magazine Presents - 36 Great Holes Starring Fred Couples (Japan, USA) (Beta) (1994-12-02)",
