MAME Name,EN Name,CN Name
avspu,Alien vs. Predator (USA 940520),异形对铁血战士（940520 美版）
batcir,Battle Circuit (Euro 970319),战斗回路（970319 欧版）
batcira,Battle Circuit (Asia 970319),战斗回路（970319 亚洲版）
batcird,Battle Circuit (Euro 970319 Phoenix Edition) (bootleg),战斗回路（970319 欧版 凤凰版）
batcirj,Battle Circuit (Japan 970319),战斗回路（970319 日版）
choko,Janpai Puzzle Choukou (Japan 010820),长江（010820 日版）
csclub,Capcom Sports Club (Euro 971017),卡普空运动俱乐部（971017 欧版）
csclub1,Capcom Sports Club (Euro 970722),卡普空运动俱乐部（970722 欧版）
csclub1d,Capcom Sports Club (Euro 970722 Phoenix Edition) (bootleg),卡普空运动俱乐部（970722 欧版 凤凰版）
cscluba,Capcom Sports Club (Asia 970722),卡普空运动俱乐部（970722 亚洲版）
csclubh,Capcom Sports Club (Hispanic 970722),卡普空运动俱乐部（970722 西班牙版）
csclubj,Capcom Sports Club (Japan 970722),卡普空运动俱乐部（970722 日版）
csclubjy,"Capcom Sports Club (Japan 970722, yellow case)","卡普空运动俱乐部（970722 日版, 黄色外壳）"
cybots,Cyberbots: Fullmetal Madness (Euro 950424),机甲勇士 - 全金属狂潮（950424 欧版）
cybotsj,Cyberbots: Fullmetal Madness (Japan 950420),机甲勇士 - 全金属狂潮（950420 日版）
cybotsjd,Cyberbots: Fullmetal Madness (Japan 950424) (decrypted bootleg),机甲勇士 - 全金属狂潮（日版 950424）（解密盗版）
cybotsu,Cyberbots: Fullmetal Madness (USA 950424),机甲勇士 - 全金属狂潮（950424 美版）
cybotsud,Cyberbots: Fullmetal Madness (USA 950424 Phoenix Edition) (bootleg),机甲勇士 - 全金属狂潮（950424 美版 凤凰版）
ddsom,Dungeons & Dragons: Shadow over Mystara (Euro 960619),龙与地下城 - 暗黑秘影（960619 欧版）
ddsoma,Dungeons & Dragons: Shadow over Mystara (Asia 960619),龙与地下城 - 暗黑秘影（960619 亚洲版）
ddsomar1,Dungeons & Dragons: Shadow over Mystara (Asia 960208),龙与地下城 - 暗黑秘影（960208 亚洲版）
ddsomb,Dungeons & Dragons: Shadow over Mystara (Brazil 960223),龙与地下城 - 暗黑秘影（960223 巴西版）
ddsomh,Dungeons & Dragons: Shadow over Mystara (Hispanic 960223),龙与地下城 - 暗黑秘影（960223 西班牙版）
ddsomj,Dungeons & Dragons: Shadow over Mystara (Japan 960619),龙与地下城 - 暗黑秘影（960619 日版）
ddsomjr1,Dungeons & Dragons: Shadow over Mystara (Japan 960206),龙与地下城 - 暗黑秘影（960206 日版）
ddsomr1,Dungeons & Dragons: Shadow over Mystara (Euro 960223),龙与地下城 - 暗黑秘影（960223 欧版）
ddsomr2,Dungeons & Dragons: Shadow over Mystara (Euro 960209),龙与地下城 - 暗黑秘影（960209 欧版）
ddsomr3,Dungeons & Dragons: Shadow over Mystara (Euro 960208),龙与地下城 - 暗黑秘影（960208 欧版）
ddsomu,Dungeons & Dragons: Shadow over Mystara (USA 960619),龙与地下城 - 暗黑秘影（960619 美版）
ddsomud,Dungeons & Dragons: Shadow over Mystara (USA 960619 Phoenix Edition) (bootleg),龙与地下城 - 暗黑秘影（960619 美版 凤凰版）
ddsomur1,Dungeons & Dragons: Shadow over Mystara (USA 960209),龙与地下城 - 暗黑秘影（960209 美版）
ddtod,Dungeons & Dragons: Tower of Doom (Euro 940412),龙与地下城 - 毁灭之塔（940412 欧版 凤凰版）
ddtoda,Dungeons & Dragons: Tower of Doom (Asia 940412),龙与地下城 - 毁灭之塔（940412 亚洲版）
ddtodar1,Dungeons & Dragons: Tower of Doom (Asia 940113),龙与地下城 - 毁灭之塔（940113 亚洲版）
ddtodd,Dungeons & Dragons: Tower of Doom (Euro 940412 Phoenix Edition) (bootleg),龙与地下城 - 毁灭之塔（940412 欧版）
ddtodh,Dungeons & Dragons: Tower of Doom (Hispanic 940412),龙与地下城 - 毁灭之塔（940412 西班牙版）
ddtodhr1,Dungeons & Dragons: Tower of Doom (Hispanic 940125),龙与地下城 - 毁灭之塔（940125 西班牙版）
ddtodhr2,Dungeons & Dragons: Tower of Doom (Hispanic 940113),龙与地下城 - 毁灭之塔（940113 西班牙版）
ddtodj,Dungeons & Dragons: Tower of Doom (Japan 940412),龙与地下城 - 毁灭之塔（940412 日版）
ddtodjr1,Dungeons & Dragons: Tower of Doom (Japan 940125),龙与地下城 - 毁灭之塔（940125 日版）
ddtodjr2,Dungeons & Dragons: Tower of Doom (Japan 940113),龙与地下城 - 毁灭之塔（940113 日版）
ddtodr1,Dungeons & Dragons: Tower of Doom (Euro 940113),龙与地下城 - 毁灭之塔（940113 欧版）
ddtodu,Dungeons & Dragons: Tower of Doom (USA 940125),龙与地下城 - 毁灭之塔（940125 美版）
ddtodur1,Dungeons & Dragons: Tower of Doom (USA 940113),龙与地下城 - 毁灭之塔（940113 美版）
dimahoo,Dimahoo (Euro 000121),迪玛乎（000121 欧版）
dimahoou,Dimahoo (USA 000121),迪玛乎（000121 美版）
dimahoud,Dimahoo (USA 000121 Phoenix Edition) (bootleg),迪玛乎（000121 美版 凤凰版）
dstlk,Darkstalkers: The Night Warriors (Euro 940705),恶魔战士 - 午夜斗士（940705 欧版）
dstlka,Darkstalkers: The Night Warriors (Asia 940705),恶魔战士 - 午夜斗士（940705 亚洲版）
dstlkh,Darkstalkers: The Night Warriors (Hispanic 940818),恶魔战士 - 午夜斗士（940818 西班牙版）
dstlku,Darkstalkers: The Night Warriors (USA 940818),恶魔战士 - 午夜斗士（940818 美版）
dstlku1d,Darkstalkers: The Night Warriors (USA 940705 Phoenix Edition) (bootleg),恶魔战士 - 午夜斗士（940705 美版 凤凰版）
dstlkur1,Darkstalkers: The Night Warriors (USA 940705),恶魔战士 - 午夜斗士（940705 美版）
ecofghtr,Eco Fighters (World 931203),环保战机（931203 世界版）
ecofghtra,Eco Fighters (Asia 931203),环保战机（931203 亚洲版）
ecofghtrd,Eco Fighters (World 931203 Phoenix Edition) (bootleg),环保战机（931203 世界版 凤凰版）
ecofghtrh,Eco Fighters (Hispanic 931203),环保战机（931203 西班牙版）
ecofghtru,Eco Fighters (USA 940215),环保战机（940215 美版）
ecofghtru1,Eco Fighters (USA 931203),环保战机（931203 美版）
gigaman2,Giga Man 2: The Power Fighters (bootleg of Mega Man 2: The Power Fighters),洛克人 2 - 力量对决（盗版）
gigawing,Giga Wing (USA 990222),雷鸟之翼（990222 美版）
gigawinga,Giga Wing (Asia 990222),雷鸟之翼（990222 亚洲版）
gigawingb,Giga Wing (Brazil 990222),雷鸟之翼（990222 巴西版）
gigawingd,Giga Wing (USA 990222 Phoenix Edition) (bootleg),雷鸟之翼（990222 美版 凤凰版）
gigawingh,Giga Wing (Hispanic 990222),雷鸟之翼（990222 西班牙版）
gigawingj,Giga Wing (Japan 990223),雷鸟之翼（990223 日版）
gigawingjd,Giga Wing (Japan 990223 Phoenix Edition) (bootleg),雷鸟之翼（990223 日版 凤凰版）
gmahou,Great Mahou Daisakusen (Japan 000121),超级魔法大作战（000121 日版）
hsf2,Hyper Street Fighter II: The Anniversary Edition (USA 040202),终极街头霸王 II - 周年纪念版（040202 美版）
hsf2a,Hyper Street Fighter II: The Anniversary Edition (Asia 040202),终极街头霸王 II - 周年纪念版（040202 亚洲版）
hsf2d,Hyper Street Fighter II: The Anniversary Edition (Asia 040202 Phoenix Edition) (bootleg),终极街头霸王 II - 周年纪念版（040202 亚洲版 凤凰版）
hsf2j,Hyper Street Fighter II: The Anniversary Edition (Japan 040202),终极街头霸王 II - 周年纪念版（040202 日版）
hsf2j1,Hyper Street Fighter II: The Anniversary Edition (Japan 031222),终极街头霸王 II - 周年纪念版（031222 日版）
jyangoku,Jyangokushi: Haoh no Saihai (Japan 990527),雀国志 - 覇王的采牌（990527 日版）
megaman2,Mega Man 2: The Power Fighters (USA 960708),洛克人 2 - 力量对决（960708 美版）
megaman2a,Mega Man 2: The Power Fighters (Asia 960708),洛克人 2 - 力量对决（960708 亚洲版）
megaman2h,Mega Man 2: The Power Fighters (Hispanic 960712),洛克人 2 - 力量对决（960712 西班牙版）
megamn2d,Mega Man 2: The Power Fighters (USA 960708 Phoenix Edition) (bootleg),洛克人 2 - 力量对决（960708 美版 凤凰版）
mmancp2u,"Mega Man: The Power Battle (CPS2, USA 951006, SAMPLE Version)","洛克人 - 力量之战（951006 美版, 采样版）"
mmancp2ur1,"Mega Man: The Power Battle (CPS2, USA 950926, SAMPLE Version)","洛克人 - 力量之战（950926 美版, 采样版）"
mmatrix,Mars Matrix: Hyper Solid Shooting (USA 000412),火星矩阵（000412 美版）
mmatrixd,Mars Matrix: Hyper Solid Shooting (USA 000412 Phoenix Edition) (bootleg),火星矩阵（000412 美版 凤凰版）
mmatrixj,Mars Matrix: Hyper Solid Shooting (Japan 000412),火星矩阵（000412 日版）
mpang,Mighty! Pang (Euro 001010),超强气泡（001010 欧版）
mpangj,Mighty! Pang (Japan 001011),超强气泡（001011 日版）
mpangr1,Mighty! Pang (Euro 000925),超强气泡（000925 欧版）
mpangu,Mighty! Pang (USA 001010),超强气泡（001010 美版）
msh,Marvel Super Heroes (Euro 951024),漫威超级英雄（951024 欧版）
msha,Marvel Super Heroes (Asia 951024),漫威超级英雄（951024 亚洲版）
mshb,Marvel Super Heroes (Brazil 951117),漫威超级英雄（951117 巴西版）
mshh,Marvel Super Heroes (Hispanic 951117),漫威超级英雄（951117 西班牙版）
mshj,Marvel Super Heroes (Japan 951117),漫威超级英雄（951117 日版）
mshjr1,Marvel Super Heroes (Japan 951024),漫威超级英雄（951024 日版）
mshu,Marvel Super Heroes (USA 951024),漫威超级英雄（951024 美版）
mshud,Marvel Super Heroes (US 951024 Phoenix Edition) (bootleg),漫威超级英雄（951024 美版 凤凰版）
mshvsf,Marvel Super Heroes Vs. Street Fighter (Euro 970625),漫威超级英雄对街头霸王（970625 欧版）
mshvsfa,Marvel Super Heroes Vs. Street Fighter (Asia 970625),漫威超级英雄对街头霸王（970625 亚洲版）
mshvsfa1,Marvel Super Heroes Vs. Street Fighter (Asia 970620),漫威超级英雄对街头霸王（970620 亚洲版）
mshvsfb,Marvel Super Heroes Vs. Street Fighter (Brazil 970827),漫威超级英雄对街头霸王（970827 巴西版）
mshvsfb1,Marvel Super Heroes Vs. Street Fighter (Brazil 970625),漫威超级英雄对街头霸王（970625 巴西版）
mshvsfh,Marvel Super Heroes Vs. Street Fighter (Hispanic 970625),漫威超级英雄对街头霸王（970625 西班牙版）
mshvsfj,Marvel Super Heroes Vs. Street Fighter (Japan 970707),漫威超级英雄对街头霸王（970707 日版）
mshvsfj1,Marvel Super Heroes Vs. Street Fighter (Japan 970702),漫威超级英雄对街头霸王（970702 日版）
mshvsfj2,Marvel Super Heroes Vs. Street Fighter (Japan 970625),漫威超级英雄对街头霸王（970625 日版）
mshvsfu,Marvel Super Heroes Vs. Street Fighter (USA 970827),漫威超级英雄对街头霸王（970827 美版）
mshvsfu1,Marvel Super Heroes Vs. Street Fighter (USA 970625),漫威超级英雄对街头霸王（970625 美版）
mshvsfu1d,Marvel Super Heroes Vs. Street Fighter (USA 970625 Phoenix Edition) (bootleg),漫威超级英雄对街头霸王（970625 美版 凤凰版）
mvsc,Marvel Vs. Capcom: Clash of Super Heroes (Euro 980123),漫威对卡普空 - 超级英雄的冲突（980123 欧版）
mvsca,Marvel Vs. Capcom: Clash of Super Heroes (Asia 980123),漫威对卡普空 - 超级英雄的冲突（980123 亚洲版）
mvscar1,Marvel Vs. Capcom: Clash of Super Heroes (Asia 980112),漫威对卡普空 - 超级英雄的冲突（980112 亚洲版）
mvscb,Marvel Vs. Capcom: Clash of Super Heroes (Brazil 980123),漫威对卡普空 - 超级英雄的冲突（980123 巴西版）
mvsch,Marvel Vs. Capcom: Clash of Super Heroes (Hispanic 980123),漫威对卡普空 - 超级英雄的冲突（980123 西班牙版）
mvscj,Marvel Vs. Capcom: Clash of Super Heroes (Japan 980123),漫威对卡普空 - 超级英雄的冲突（980123 日版）
mvscjr1,Marvel Vs. Capcom: Clash of Super Heroes (Japan 980112),漫威对卡普空 - 超级英雄的冲突（980112 日版）
mvscjsing,Marvel Vs. Capcom: Clash of Super Heroes (Japan 980123) (Single PCB),"漫威对卡普空 - 超级英雄的冲突（980123 日版, 单机板）"
mvscr1,Marvel Vs. Capcom: Clash of Super Heroes (Euro 980112),漫威对卡普空 - 超级英雄的冲突（980112 欧版）
mvscu,Marvel Vs. Capcom: Clash of Super Heroes (USA 980123),漫威对卡普空 - 超级英雄的冲突（980123 美版）
mvscud,Marvel Vs. Capcom: Clash of Super Heroes (USA 980123 Phoenix Edition) (bootleg),漫威对卡普空 - 超级英雄的冲突（980123 美版 凤凰版）
mvscur1,Marvel Vs. Capcom: Clash of Super Heroes (USA 971222),漫威对卡普空 - 超级英雄的冲突（971222 美版）
nwarr,Night Warriors: Darkstalkers' Revenge (Euro 950316),恶魔战士 - 恶魔的复仇（950316 欧版）
nwarra,Night Warriors: Darkstalkers' Revenge (Asia 950302),恶魔战士 - 恶魔的复仇（950302 亚洲版）
nwarrb,Night Warriors: Darkstalkers' Revenge (Brazil 950403),恶魔战士 - 恶魔的复仇（950403 巴西版）
nwarrh,Night Warriors: Darkstalkers' Revenge (Hispanic 950403),恶魔战士 - 恶魔的复仇（950403 西班牙版）
nwarru,Night Warriors: Darkstalkers' Revenge (USA 950406),恶魔战士 - 恶魔的复仇（950406 美版）
nwarrud,Night Warriors: Darkstalkers' Revenge (USA 950406 Phoenix Edition) (bootleg),恶魔战士 - 恶魔的复仇（950406 美版 凤凰版）
pfghtj,Pocket Fighter (Japan 970904),超级口袋战士（970904 日版）
pgear,Powered Gear: Strategic Variant Armor Equipment (Japan 941024),核心齿轮 - 战略变异装甲（941024 日版）
pgearr1,Powered Gear: Strategic Variant Armor Equipment (Japan 940916),核心齿轮 - 战略变异装甲（940916 日版）
progear,Progear (USA 010117),能源之岚（010117 美版）
progeara,Progear (Asia 010117),能源之岚（010117 亚洲版）
progearj,Progear no Arashi (Japan 010117),能源之岚（010117 日版）
progearjbl,Progear no Arashi (Japan 010117) (decrypted bootleg),"能源之岚（010117 日版, 解密版）"
progearjd,Progear no Arashi (Japan 010117 Phoenix Edition) (bootleg),能源之岚（010117 日版 凤凰版）
progearud,Progear (USA 010117 Phoenix Edition) (bootleg),能源之岚（010117 美版 凤凰版）
pzloop2,Puzz Loop 2 (Euro 010302),谜球回路 2（010302 欧洲版）
pzloop2j,Puzz Loop 2 (Japan 010226),谜球回路 2（010226 日版）
pzloop2jr1,Puzz Loop 2 (Japan 010205),谜球回路 2（010205 日版）
qndream,Quiz Nanairo Dreams: Nijiirochou no Kiseki (Japan 960826),真实之梦问答 - 虹色町的奇迹（真实之梦 960826 日版）
ringdest,Ring of Destruction: Slammasters II (Euro 940902),毁坏之环 - 摔角霸王 II（940902 欧版）
ringdesta,Ring of Destruction: Slammasters II (Asia 940831),毁坏之环 - 摔角霸王 II（940831 亚洲版）
ringdesth,Ring of Destruction: Slammasters II (Hispanic 940902),毁坏之环 - 摔角霸王 II（940902 西班牙版）
ringdstd,Ring of Destruction: Slammasters II (Euro 940902 Phoenix Edition) (bootleg),毁坏之环 - 摔角霸王 II（940902 欧版 凤凰版）
rmancp2j,"Rockman: The Power Battle (CPS2, Japan 950922)",洛克人 - 力量之战（950922 日版）
rockman2j,Rockman 2: The Power Fighters (Japan 960708),洛克人 2 - 力量对决（960708 日版）
sfa,Street Fighter Alpha: Warriors' Dreams (Euro 950727),少年街霸 - 斗士之梦（950727 欧版）
sfa2,Street Fighter Alpha 2 (Euro 960229),少年街霸 2（960229 欧版）
sfa2u,Street Fighter Alpha 2 (USA 960430),少年街霸 2（960430 美版）
sfa2ur1,Street Fighter Alpha 2 (USA 960306),少年街霸 2（960306 美版）
sfa3,Street Fighter Alpha 3 (Euro 980904),少年街霸 3（980904 欧版）
sfa3b,Street Fighter Alpha 3 (Brazil 980629),少年街霸 3（980629 巴西版）
sfa3h,Street Fighter Alpha 3 (Hispanic 980904),少年街霸 3（980904 西班牙版）
sfa3hr1,Street Fighter Alpha 3 (Hispanic 980629),少年街霸 3（980629 西班牙版）
sfa3u,Street Fighter Alpha 3 (USA 980904),少年街霸 3（980904 美版）
sfa3ud,Street Fighter Alpha 3 (USA 980904 Phoenix Edition) (bootleg),少年街霸 3（980904 美版 凤凰版）
sfa3ur1,Street Fighter Alpha 3 (USA 980629),少年街霸 3（980629 美版）
sfa3us,"Street Fighter Alpha 3 (USA 980616, SAMPLE Version)","少年街霸 3（980616 美版, 采样版）"
sfad,Street Fighter Alpha: Warriors' Dreams (Euro 950727 Phoenix Edition) (bootleg),少年街霸 - 斗士之梦（950727 欧版 凤凰版）
sfar1,Street Fighter Alpha: Warriors' Dreams (Euro 950718),少年街霸 - 斗士之梦（950718 欧版）
sfar2,Street Fighter Alpha: Warriors' Dreams (Euro 950627),少年街霸 - 斗士之梦（950627 欧版）
sfar3,Street Fighter Alpha: Warriors' Dreams (Euro 950605),少年街霸 - 斗士之梦（950605 欧版）
sfau,Street Fighter Alpha: Warriors' Dreams (USA 950627),少年街霸 - 斗士之梦（950627 美版）
sfz2a,Street Fighter Zero 2 (Asia 960227),少年街霸 2（960227 亚洲版）
sfz2ad,Street Fighter Zero 2 (Asia 960227 Phoenix Edition) (bootleg),少年街霸 2（960227 亚洲版 凤凰版）
sfz2al,Street Fighter Zero 2 Alpha (Asia 960826),少年街霸 2 Alpha（960826 亚洲版）
sfz2alb,Street Fighter Zero 2 Alpha (Brazil 960813),少年街霸 2 Alpha（960813 巴西版）
sfz2ald,Street Fighter Zero 2 Alpha (Asia 960826 Phoenix Edition) (bootleg),少年街霸 2 Alpha（960826 亚洲版 凤凰版）
sfz2alh,Street Fighter Zero 2 Alpha (Hispanic 960813),少年街霸 2 Alpha（960813 西班牙版）
sfz2alj,Street Fighter Zero 2 Alpha (Japan 960805),少年街霸 2 Alpha（960805 日版）
sfz2b,Street Fighter Zero 2 (Brazil 960531),少年街霸 2（960531 巴西版）
sfz2br1,Street Fighter Zero 2 (Brazil 960304),少年街霸 2（960304 巴西版）
sfz2h,Street Fighter Zero 2 (Hispanic 960304),少年街霸 2（960304 西班牙版）
sfz2j,Street Fighter Zero 2 (Japan 960430),少年街霸 2（960430 日版）
sfz2jd,Street Fighter Zero 2 (Japan 960227 Phoenix Edition) (bootleg),少年街霸 2（960227 日版 凤凰版）
sfz2jr1,Street Fighter Zero 2 (Japan 960227),少年街霸 2（960227 日版）
sfz2n,Street Fighter Zero 2 (Oceania 960229),少年街霸 2（960229 大洋洲版）
sfz3a,Street Fighter Zero 3 (Asia 980904),少年街霸 3（980904 亚洲版）
sfz3ar1,Street Fighter Zero 3 (Asia 980701),少年街霸 3（980701 亚洲版）
sfz3j,Street Fighter Zero 3 (Japan 980904),少年街霸 3（980904 日版）
sfz3jr1,Street Fighter Zero 3 (Japan 980727),少年街霸 3（980727 日版）
sfz3jr2,Street Fighter Zero 3 (Japan 980629),少年街霸 3（980629 日版）
sfz3jr2d,Street Fighter Zero 3 (Japan 980629 Phoenix Edition) (bootleg),少年街霸 3（980629 日版 凤凰版）
sfza,Street Fighter Zero (Asia 950627),少年街霸（950627 亚洲版）
sfzar1,Street Fighter Zero (Asia 950605),少年街霸（950605 亚洲版）
sfzb,Street Fighter Zero (Brazil 951109),少年街霸（951109 巴西版）
sfzbr1,Street Fighter Zero (Brazil 950727),少年街霸（950727 巴西版）
sfzh,Street Fighter Zero (Hispanic 950718),少年街霸（950718 西班牙版）
sfzhr1,Street Fighter Zero (Hispanic 950627),少年街霸（950627 西班牙版）
sfzj,Street Fighter Zero (Japan 950727),少年街霸（950727 日版）
sfzjr1,Street Fighter Zero (Japan 950627),少年街霸（950627 日版）
sfzjr2,Street Fighter Zero (Japan 950605),少年街霸（950605 日版）
sgemf,Super Gem Fighter Mini Mix (USA 970904),超级口袋战士（970904 美版）
sgemfa,Super Gem Fighter: Mini Mix (Asia 970904),超级口袋战士（970904 亚洲版）
sgemfd,Super Gem Fighter Mini Mix (USA 970904 Phoenix Edition) (bootleg),超级口袋战士（970904 美版 凤凰版）
sgemfh,Super Gem Fighter: Mini Mix (Hispanic 970904),超级口袋战士（970904 西班牙版）
smbomb,Super Muscle Bomber: The International Blowout (Japan 940831),超级肌肉爆弹 - 劲爆国际（940831 日版）
smbombr1,Super Muscle Bomber: The International Blowout (Japan 940808),超级肌肉爆弹 - 劲爆国际（940808 日版）
spf2t,Super Puzzle Fighter II Turbo (Euro 960529),超级街霸方块 II 加速版（960529 欧版）
spf2ta,Super Puzzle Fighter II Turbo (Asia 960529),超级街霸方块 II 加速版（960529 亚洲版）
spf2td,Super Puzzle Fighter II Turbo (USA 960620 Phoenix Edition) (bootleg),超级街霸方块 II 加速版（960620 美版 凤凰版）
spf2th,Super Puzzle Fighter II Turbo (Hispanic 960531),超级街霸方块 II 加速版（960531 西班牙版）
spf2tu,Super Puzzle Fighter II Turbo (USA 960620),超级街霸方块 II 加速版（960620 美版）
spf2xj,Super Puzzle Fighter II X (Japan 960531),超级街霸方块 II X（960531 日版）
spf2xjd,Super Puzzle Fighter II X (Japan 960531 Phoenix Edition) (bootleg),超级街霸方块 II X（960531 日版 凤凰版）
ssf2,Super Street Fighter II: The New Challengers (World 931005),超级街头霸王 II - 新的挑战者（超级街霸2 931005 世界版）
ssf2a,Super Street Fighter II: The New Challengers (Asia 931005),超级街头霸王 II - 新的挑战者（超级街霸2 931005 亚洲版）
ssf2ar1,Super Street Fighter II: The New Challengers (Asia 930914),超级街头霸王 II - 新的挑战者（超级街霸2 930914 亚洲版）
ssf2h,Super Street Fighter II: The New Challengers (Hispanic 930911),超级街头霸王 II - 新的挑战者（超级街霸2 930911 西班牙版）
ssf2j,Super Street Fighter II: The New Challengers (Japan 931005),超级街头霸王 II - 新的挑战者（超级街霸2 931005 日版）
ssf2jr1,Super Street Fighter II: The New Challengers (Japan 930911),超级街头霸王 II - 新的挑战者（超级街霸2 930911 日版）
ssf2jr2,Super Street Fighter II: The New Challengers (Japan 930910),超级街头霸王 II - 新的挑战者（超级街霸2 930910 日版）
ssf2r1,Super Street Fighter II: The New Challengers (World 930911),超级街头霸王 II - 新的挑战者（超级街霸2 930911 世界版）
ssf2t,Super Street Fighter II Turbo (World 940223),超级街头霸王 II 加速版（超级街霸2X 940223 世界版）
ssf2ta,Super Street Fighter II Turbo (Asia 940223),超级街头霸王 II 加速版（超级街霸2X 940223 亚洲版）
ssf2tad,Super Street Fighter II Turbo (Asia 940223 Phoenix Edition) (bootleg),超级街头霸王 II 加速版（超级街霸2X 940223 亚洲版 凤凰版）
ssf2tb,Super Street Fighter II: The Tournament Battle (World 931119),超级街头霸王 II - 战斗联赛（931119 世界版）
ssf2tbd,Super Street Fighter II: The Tournament Battle (World 931119 Phoenix Edition) (bootleg),超级街头霸王 II - 战斗联赛（931119 世界版 凤凰版）
ssf2tbh,Super Street Fighter II: The Tournament Battle (Hispanic 931005),超级街头霸王 II - 战斗联赛（931005 西班牙版）
ssf2tbj,Super Street Fighter II: The Tournament Battle (Japan 930911),超级街头霸王 II - 战斗联赛（931005 日版）
ssf2tbr1,Super Street Fighter II: The Tournament Battle (World 930911),超级街头霸王 II - 战斗联赛（930911 世界版）
ssf2th,Super Street Fighter II Turbo (Hispanic 940223),超级街头霸王 II 加速版（超级街霸2X 940223 西班牙版）
ssf2tu,Super Street Fighter II Turbo (USA 940323),超级街头霸王 II 加速版（超级街霸2X 940323 美版）
ssf2tur1,Super Street Fighter II Turbo (USA 940223),超级街头霸王 II 加速版（超级街霸2X 940223 美版）
ssf2u,Super Street Fighter II: The New Challengers (USA 930911),超级街头霸王 II - 新的挑战者（超级街霸2 930911 美版）
ssf2ud,Super Street Fighter II: The New Challengers (USA 930911 Phoenix Edition) (bootleg),超级街头霸王 II - 新的挑战者（超级街霸2 930911 美版 凤凰版）
ssf2xj,Super Street Fighter II X: Grand Master Challenge (Japan 940223),超级街头霸王 II X - 向最强挑战（超级街霸2X 940311 日版）
ssf2xjd,Super Street Fighter II X: Grand Master Challenge (Japan 940223 Phoenix Edition) (bootleg),超级街头霸王 II X - 向最强挑战（超级街霸2X 940311 日版 凤凰版）
ssf2xjr,Super Street Fighter II X: Grand Master Challenge (Japan 940223 rent version),超级街头霸王 II X - 向最强挑战（超级街霸2X 940223 日版 租赁版）
uecology,Ultimate Ecology (Japan 931203),终极生态（931203 日版）
vampj,Vampire: The Night Warriors (Japan 940705),恶魔战士 - 午夜斗士（940705 日版）
vampja,Vampire: The Night Warriors (Japan 940705 alt),"恶魔战士 - 午夜斗士（940705 日版, 替换版）"
vampjr1,Vampire: The Night Warriors (Japan 940630),恶魔战士 - 午夜斗士（940630 日版）
vhunt2,Vampire Hunter 2: Darkstalkers Revenge (Japan 970929),恶魔猎人 2 - 恶魔的复仇（970929 日版）
vhunt2d,Vampire Hunter 2: Darkstalkers Revenge (Japan 970913 Phoenix Edition) (bootleg),恶魔猎人 2 - 恶魔的复仇（970913 日版 凤凰版）
vhunt2r1,Vampire Hunter 2: Darkstalkers Revenge (Japan 970913),恶魔猎人 2 - 恶魔的复仇（970913 日版）
vhuntj,Vampire Hunter: Darkstalkers' Revenge (Japan 950316),恶魔猎人 - 恶魔的复仇（950316 日版）
vhuntjr1,Vampire Hunter: Darkstalkers' Revenge (Japan 950307),恶魔猎人 - 恶魔的复仇（950307 日版）
vhuntjr1s,Vampire Hunter: Darkstalkers' Revenge (Japan 950307 stop version),恶魔猎人 - 恶魔的复仇（950307 日版 停售版）
