Name EN,Name ZH
"Lode Runner 3-D (Europe) (En,Fr,De,Es,It)","淘金者3-D(欧版)(英,法,德,西,意)"
Lode Runner 3-D (Japan),淘金者3-D(日版)
Lode Runner 3-D (USA),淘金者3-D(美版)
"Lylat Wars (Australia) (En,Fr,De)","星际火狐(澳版)(英,法,德)"
"Lylatwars (Europe) (En,Fr,De)","星际火狐(欧版)(英,法,德)"
"MRC - Multi-Racing Championship (Europe) (En,Fr,De)","多人汽车冠军赛(欧版)(英,法,德)"
MRC - Multi-Racing Championship (Japan),多人汽车冠军赛(日版)
MRC - Multi-Racing Championship (USA),多人汽车冠军赛(美版)
Mace - The Dark Age (Europe),战锤-黑暗时代(欧版)
Mace - The Dark Age (USA),战锤-黑暗时代(美版)
Madden Football 64 (Europe),劲爆美式橄榄球64(欧版)
Madden Football 64 (USA),劲爆美式橄榄球64(美版)
Madden NFL 2000 (USA),劲爆美式橄榄球2000(美版)
Madden NFL 2001 (USA),劲爆美式橄榄球2001(美版)
Madden NFL 2002 (USA),劲爆美式橄榄球2002(美版)
Madden NFL 99 (Europe),劲爆美式橄榄球'99(欧版)
Madden NFL 99 (USA),劲爆美式橄榄球'99(美版)
Madden NFL 99 (USA) (Rev 1),劲爆美式橄榄球'99(美版)(版本1)
Magical Tetris Challenge (Europe),魔法方块挑战(欧版)
Magical Tetris Challenge (Germany),魔法方块挑战(德国)
Magical Tetris Challenge (USA),魔法方块挑战(美版)
Magical Tetris Challenge featuring Mickey (Japan),魔法方块挑战-米老鼠版(日版)
Mahjong 64 (Japan),麻雀64(日版)
Mahjong Hourouki Classic (Japan),麻雀放浪记-经典(日版)
Mahjong Master (Japan),麻雀大师(日版)
Major League Baseball Featuring Ken Griffey Jr. (Australia),美国职业棒球大联盟(澳版)
Major League Baseball Featuring Ken Griffey Jr. (USA),美国职业棒球大联盟(美版)
Mario Golf (Europe),马里奥高尔夫(欧版)
Mario Golf (USA),马里奥高尔夫(美版)
Mario Golf 64 (Japan),马里奥高尔夫64(日版)
Mario Golf 64 (Japan) (Rev 1),马里奥高尔夫64(日版)(版本1)
Mario Kart 64 (Europe),马里奥赛车64(欧版)
Mario Kart 64 (Europe) (Rev 1),马里奥赛车64(欧版)(版本1)
Mario Kart 64 (Japan),马里奥赛车64(日版)
Mario Kart 64 (Japan) (Rev 1),马里奥赛车64(日版)(版本1)
Mario Kart 64 (USA),马里奥赛车64(美版)
"Mario Party (Europe) (En,Fr,De)","马里奥聚会(欧版)(英,法,德)"
Mario Party (Japan),马里奥聚会(日版)
Mario Party (USA),马里奥聚会(美版)
"Mario Party 2 (Europe) (En,Fr,De,Es,It)","马里奥聚会2(欧版)(英,法,德,西,意)"
Mario Party 2 (Japan),马里奥聚会2(日版)
Mario Party 2 (USA),马里奥聚会2(美版)
"Mario Party 3 (Europe) (En,Fr,De,Es)","马里奥聚会3(欧版)(英,法,德,西)"
Mario Party 3 (Japan),马里奥聚会3(日版)
Mario Party 3 (USA),马里奥聚会3(美版)
Mario Story (Japan),纸片马里奥(日版)
Mario Tennis (Europe),马里奥网球(欧版)
Mario Tennis (USA),马里奥网球(美版)
Mario Tennis 64 (Japan),马里奥网球64(日版)
Mario no Photopie (Japan),马里奥纪念册(日版)
Mega Man 64 (USA),洛克人64(美版)
"Mia Hamm Soccer 64 (USA) (En,Es)","米娅哈姆足球64(美版)(英,西)"
Michael Owen's WLS 2000 (Europe),迈克尔欧文足球2000(欧版)
Mickey no Racing Challenge USA (Japan),米奇赛车(日版)
"Mickey's Speedway USA (Europe) (En,Fr,De,Es,It)","米奇赛车(欧版)(英,法,德,西,意)"
Mickey's Speedway USA (USA),米奇赛车(美版)
"Micro Machines 64 Turbo (Europe) (En,Fr,De,Es,It)","微型机器64-涡轮(欧版)(英,法,德,西,意)"
Micro Machines 64 Turbo (USA),微型机器64-涡轮(美版)
Midway's Greatest Arcade Hits - Volume 1 (USA),Midway经典街机游戏合集-Vol.1(美版)
Mike Piazza's Strike Zone (USA),麦克皮埃萨棒球(美版)
Milo's Astro Lanes (Europe),米罗的空间保龄球(欧版)
Milo's Astro Lanes (USA),米罗的空间保龄球(美版)
Mischief Makers (Europe),麻烦制造者(欧版)
Mischief Makers (USA),麻烦制造者(美版)
Mischief Makers (USA) (Rev 1),麻烦制造者(美版)(版本1)
Mission - Impossible (Europe),碟中谍(欧版)
Mission - Impossible (France),碟中谍(法国)
Mission - Impossible (Germany),碟中谍(德国)
Mission - Impossible (Italy),碟中谍(意大利)
Mission - Impossible (Spain),碟中谍(西班牙)
Mission - Impossible (Spain) (Rev 1),碟中谍(西班牙)(版本1)
Mission - Impossible (USA),碟中谍(美版)
Monaco Grand Prix (USA),摩纳哥大奖赛(美版)
"Monaco Grand Prix - Racing Simulation 2 (Europe) (En,Fr,Es,It)","摩纳哥大奖赛-模拟赛车2(欧版)(英,法,西,意)"
Monopoly (USA),强手棋(美版)
"Monster Truck Madness 64 (Europe) (En,Fr,De,Es,It)","疯狂怪物卡车64(欧版)(英,法,德,西,意)"
Monster Truck Madness 64 (USA),疯狂怪物卡车64(美版)
Morita Shougi 64 (Japan),森田将棋64(日版)
Mortal Kombat 4 (Europe),真人快打4(欧版)
Mortal Kombat 4 (USA),真人快打4(美版)
Mortal Kombat Mythologies - Sub-Zero (Europe),真人快打神话-绝对零度(欧版)
Mortal Kombat Mythologies - Sub-Zero (USA),真人快打神话-绝对零度(美版)
Mortal Kombat Trilogy (Europe),真人快打三部曲(欧版)
Mortal Kombat Trilogy (USA),真人快打三部曲(美版)
Mortal Kombat Trilogy (USA) (Rev 1),真人快打三部曲(美版)(版本1)
Mortal Kombat Trilogy (USA) (Rev 2),真人快打三部曲(美版)(版本2)
Ms. Pac-Man - Maze Madness (USA),吃豆小姐-疯狂迷宫(美版)
"Mystical Ninja 2 Starring Goemon (Europe) (En,Fr,De)","大盗伍佑卫门2(欧版)(英,法,德)"
Mystical Ninja Starring Goemon (Europe),大盗伍佑卫门(欧版)
Mystical Ninja Starring Goemon (USA),大盗伍佑卫门(美版)
NASCAR 2000 (USA),云斯顿赛车2000(美版)
"NASCAR 99 (Europe) (En,Fr,De)","云斯顿赛车'99(欧版)(英,法,德)"
NASCAR 99 (USA),云斯顿赛车'99(美版)
NBA Courtside 2 featuring Kobe Bryant (USA),NBA赛场2-科比布莱恩特(美版)
NBA Hangtime (Europe),NBA二对二(欧版)
NBA Hangtime (USA),NBA二对二(美版)
NBA Jam 2000 (Europe),NBA大灌篮2000(欧版)
NBA Jam 2000 (USA),NBA大灌篮2000(美版)
NBA Jam 99 (Europe),NBA大灌篮'99(欧版)
NBA Jam 99 (USA),NBA大灌篮'99(美版)
"NBA Live 2000 (Europe) (En,Fr,De,Es)","NBA实况2000(欧版)(英,法,德,西)"
"NBA Live 2000 (USA) (En,Fr,De,Es)","NBA实况2000(美版)(英,法,德,西)"
"NBA Live 99 (Europe) (En,Fr,De,Es,It)","NBA实况'99(欧版)(英,法,德,西,意)"
"NBA Live 99 (USA) (En,Fr,De,Es,It)","NBA实况'99(美版)(英,法,德,西,意)"
NBA Pro 98 (Europe),NBA地带'98(欧版)
NBA Pro 99 (Europe),NBA地带'99(欧版)
NBA Showtime - NBA on NBC (USA),NBA个人秀-NBC电视台(美版)
NBA in the Zone '98 (Japan),NBA地带'98(日版)
NBA in the Zone '98 (USA),NBA地带'98(美版)
NBA in the Zone '99 (USA),NBA地带'99(美版)
NBA in the Zone 2 (Japan),NBA地带2(日版)
NBA in the Zone 2000 (Europe),NBA地带2000(欧版)
NBA in the Zone 2000 (USA),NBA地带2000(美版)
NFL Blitz (USA),橄榄球闪电战(美版)
NFL Blitz - Special Edition (USA),橄榄球闪电战-特别版(美版)
NFL Blitz 2000 (USA),橄榄球闪电战2000(美版)
NFL Blitz 2000 (USA) (Rev 1),橄榄球闪电战2000(美版)(版本1)
NFL Blitz 2001 (USA),橄榄球闪电战2001(美版)
NFL QB Club 2001 (USA),NFL四分卫俱乐部2001(美版)
NFL Quarterback Club 2000 (Europe),NFL四分卫俱乐部2000(欧版)
NFL Quarterback Club 2000 (USA),NFL四分卫俱乐部2000(美版)
NFL Quarterback Club 98 (Europe),NFL四分卫俱乐部'98(欧版)
NFL Quarterback Club 98 (USA),NFL四分卫俱乐部'98(美版)
NFL Quarterback Club 99 (Europe),NFL四分卫俱乐部'99(欧版)
NFL Quarterback Club 99 (USA),NFL四分卫俱乐部'99(美版)
"NHL 99 (Europe) (En,De,Sv,Fi)","NHL冰球'99(欧版)(英,德,瑞,芬)"
NHL 99 (USA),NHL冰球'99(美版)
NHL Blades of Steel '99 (USA),NHL钢铁刀锋'99(美版)
NHL Breakaway 98 (Europe),劲爆冰球'98(欧版)
NHL Breakaway 98 (USA),劲爆冰球'98(美版)
NHL Breakaway 99 (Europe),劲爆冰球'99(欧版)
NHL Breakaway 99 (USA),劲爆冰球'99(美版)
NHL Pro 99 (Europe),NHL职业冰球'99(欧版)
Nagano Winter Olympics '98 (Europe),长野冬季奥运会'98(欧版)
Nagano Winter Olympics '98 (USA),长野冬季奥运会'98(美版)
Namco Museum 64 (USA),南梦宫博物馆64(美版)
Neon Genesis Evangelion (Japan),新世纪福音战士(日版)
"New Tetris, The (Europe)",新俄罗斯方块(欧版)
"New Tetris, The (USA)",新俄罗斯方块(美版)
Nightmare Creatures (USA),恶梦鬼魅(美版)
Nintama Rantarou 64 Game Gallery (Japan),忍者乱太郎64(日版)
Nintendo All-Star! Dairantou Smash Brothers (Japan),任天堂全明星大乱斗(日版)
"Nuclear Strike 64 (Europe) (En,Fr)","核打击64(欧版)(英,法)"
Nuclear Strike 64 (Germany),核打击64(德国)
Nuclear Strike 64 (USA),核打击64(美版)
Nushi Zuri 64 (Japan),川之垂钓64(日版)
Nushi Zuri 64 (Japan) (Rev 1),川之垂钓64(日版)(版本1)
Nushi Zuri 64 - Shiokaze ni Notte (Japan),川之垂钓64-乘着海风(日版)
Off Road Challenge (Europe),越野挑战赛(欧版)
Off Road Challenge (USA),越野挑战赛(美版)
Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1),皇家骑士团64(日版)(版本1)
Ogre Battle 64 - Person of Lordly Caliber (USA),皇家骑士团64(美版)
Ogre Battle 64 - Person of Lordly Caliber (USA) (Rev 1),皇家骑士团64(美版)(版本1)
"Olympic Hockey 98 (Europe) (En,Fr,De,Es)","奥运冰球'98(欧版)(英,法,德,西)"
Olympic Hockey 98 (Japan),奥运冰球'98(日版)
Olympic Hockey 98 (USA),奥运冰球'98(美版)
Onegai Monsters (Japan),拜托了怪兽(日版)
"Operation WinBack (Europe) (En,Fr,De,Es,It)","不可能的任务(欧版)(英,法,德,西,意)"
PD Ultraman Battle Collection 64 (Japan),PD奥特曼64(日版)
PGA European Tour (USA),PGA欧洲巡回赛(美版)
"PGA European Tour Golf (Europe) (En,Fr,De,Es,It)","PGA欧洲巡回赛-高尔夫(欧版)(英,法,德,西,意)"
Pachinko 365 Nichi (Japan),柏青哥365天(日版)
"Paper Mario (Europe) (En,Fr,De,Es)","纸片马里奥(欧版)(英,法,德,西)"
Paper Mario (USA),纸片马里奥(美版)
Paperboy (Europe),送报童(欧版)
Paperboy (USA),送报童(美版)
Parlor! Pro 64 - Pachinko Jikki Simulation Game (Japan),专业柏青哥64-实机模拟(日版)
Penny Racers (Europe),可爱Q赛车(欧版)
Penny Racers (USA),可爱Q赛车(美版)
"Perfect Dark (Europe) (En,Fr,De,Es,It)","完美黑暗(欧版)(英,法,德,西,意)"
Perfect Dark (Japan),完美黑暗(日版)
Perfect Dark (USA),完美黑暗(美版)
Perfect Dark (USA) (Rev 1),完美黑暗(美版)(版本1)
Pikachuu Genki de Chuu (Japan),你好皮卡丘(日版)
"Pilotwings 64 (Europe) (En,Fr,De)","飞行俱乐部64(欧版)(英,法,德)"
Pilotwings 64 (Japan),飞行俱乐部64(日版)
Pilotwings 64 (USA),飞行俱乐部64(美版)
Pokemon Puzzle League (Europe),口袋妖怪方块联赛(欧版)
Pokemon Puzzle League (France),口袋妖怪方块联赛(法国)
Pokemon Puzzle League (Germany),口袋妖怪方块联赛(德国)
Pokemon Puzzle League (USA),口袋妖怪方块联赛(美版)
Pokemon Snap (Australia),口袋妖怪写真(澳版)
Pokemon Snap (Europe),口袋妖怪写真(欧版)
Pokemon Snap (France),口袋妖怪写真(法国)
Pokemon Snap (Germany),口袋妖怪写真(德国)
Pokemon Snap (Italy),口袋妖怪写真(意大利)
Pokemon Snap (Japan),口袋妖怪写真(日版)
Pokemon Snap (Spain),口袋妖怪写真(西班牙)
Pokemon Snap (USA),口袋妖怪写真(美版)
Pokemon Stadium (Europe),口袋妖怪竞技场(欧版)
Pokemon Stadium (Europe) (Rev 1),口袋妖怪竞技场(欧版)(版本1)
Pokemon Stadium (France),口袋妖怪竞技场(法国)
Pokemon Stadium (Germany),口袋妖怪竞技场(德国)
Pokemon Stadium (Italy),口袋妖怪竞技场(意大利)
Pokemon Stadium (Japan),口袋妖怪竞技场(日版)
Pokemon Stadium (Spain),口袋妖怪竞技场(西班牙)
Pokemon Stadium (USA),口袋妖怪竞技场(美版)
Pokemon Stadium (USA) (Rev 1),口袋妖怪竞技场(美版)(版本1)
Pokemon Stadium (USA) (Rev 2),口袋妖怪竞技场(美版)(版本2)
Pokemon Stadium 2 (Europe),口袋妖怪竞技场2(欧版)
Pokemon Stadium 2 (France),口袋妖怪竞技场2(法国)
Pokemon Stadium 2 (Germany),口袋妖怪竞技场2(德国)
Pokemon Stadium 2 (Italy),口袋妖怪竞技场2(意大利)
Pokemon Stadium 2 (Japan),口袋妖怪竞技场2(日版)
Pokemon Stadium 2 (Spain),口袋妖怪竞技场2(西班牙)
Pokemon Stadium 2 (USA),口袋妖怪竞技场2(美版)
Pokemon Stadium Kin Gin (Japan),口袋妖怪竞技场-金银(日版)
Polaris SnoCross (USA),雪地摩托车(美版)
Power League 64 (Japan),超级联盟棒球64(日版)
Power Rangers - Lightspeed Rescue (Europe),超能战队-光速救援(欧版)
Power Rangers - Lightspeed Rescue (USA),超能战队-光速救援(美版)
"Powerpuff Girls, The - Chemical X-Traction (USA)",飞天小女警-X元素(美版)
Premier Manager 64 (Europe),足球经理64(欧版)
Pro Mahjong Kiwame 64 (Japan),极道麻雀64(日版)
Pro Mahjong Kiwame 64 (Japan) (Rev 1),极道麻雀64(日版)(版本1)
Pro Mahjong Tsuwamono 64 - Jansou Battle ni Chousen (Japan),职业麻将64(日版)
Puyo Puyo Sun 64 (Japan),噗哟噗哟太阳64(日版)
Puyo Puyoon Party (Japan),噗哟噗哟派对(日版)
Puzzle Bobble 64 (Japan),泡泡龙64(日版)
Quake (Europe),雷神之锤(欧版)
Quake (USA),雷神之锤(美版)
Quake II (Europe),雷神之锤2(欧版)
Quake II (USA),雷神之锤2(美版)
Quest 64 (USA),圣魔世纪(美版)
RR64 - Ridge Racer 64 (Europe),山脊赛车64(欧版)
RR64 - Ridge Racer 64 (USA),山脊赛车64(美版)
RTL World League Soccer 2000 (Germany),RTL世界联盟足球2000(德国)
Racing Simulation 2 (Germany),摩纳哥大奖赛-模拟赛车2(德国)
Rakugakids (Europe),涂鸦小子(欧版)
Rakugakids (Japan),涂鸦小子(日版)
Rally '99 (Japan),汽车拉力挑战赛'99(日版)
Rally Challenge 2000 (USA),汽车拉力挑战赛2000(美版)
Rampage - World Tour (Europe),狂暴大破坏-世界之旅(欧版)
Rampage - World Tour (USA),狂暴大破坏-世界之旅(美版)
Rampage 2 - Universal Tour (Europe),狂暴大破坏2-环球之旅(欧版)
Rampage 2 - Universal Tour (USA),狂暴大破坏2-环球之旅(美版)
"Rat Attack (Europe) (En,Fr,De,Es,It,Nl)","老鼠来袭(欧版)(英,法,德,西,意,荷)"
Rat Attack! (USA),围鼠大作战(美版)
"Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It)","雷曼2-胜利大逃亡(欧版)(英,法,德,西,意)"
"Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It)","雷曼2-胜利大逃亡(美版)(英,法,德,西,意)"
"Razmoket, Les - La Chasse aux Tresors (France)",淘气小兵兵-寻宝历险记(法国)
Razor Freestyle Scooter (USA),自由式滑板车(美版)
"Re-Volt (Europe) (En,Fr,De,Es)","遥控小赛车(欧版)(英,法,德,西)"
Re-Volt (USA),遥控小赛车(美版)
"Ready 2 Rumble Boxing (Europe) (En,Fr,De)","爆笑拳击(欧版)(英,法,德)"
Ready 2 Rumble Boxing (USA),爆笑拳击(美版)
Ready 2 Rumble Boxing - Round 2 (USA),爆笑拳击-第二回合(美版)
"Resident Evil 2 (Europe) (En,Fr)","生化危机2(欧版)(英,法)"
Resident Evil 2 (USA),生化危机2(美版)
Resident Evil 2 (USA) (Rev 1),生化危机2(美版)(版本1)
Road Rash 64 (Europe),暴力摩托64(欧版)
Road Rash 64 (USA),暴力摩托64(美版)
"Roadsters (Europe) (En,Fr,De,Es,It,Nl)","敞篷跑车大赛(欧版)(英,法,德,西,意,荷)"
"Roadsters (USA) (En,Fr,Es)","敞篷跑车大赛(美版)(英,法,西)"
Robot Poncots 64 - 7tsu no Umi no Caramel (Japan),机甲宝贝64-七海传说(日版)
Robotron 64 (Europe),机械大战64(欧版)
Robotron 64 (USA),机械大战64(美版)
"Rocket - Robot on Wheels (Europe) (En,Fr,De)","火箭-滑轮机器人(欧版)(英,法,德)"
Rocket - Robot on Wheels (USA),火箭-滑轮机器人(美版)
Rockman Dash - Hagane no Boukenshin (Japan),洛克人Dash-钢铁之心(日版)
Rugrats - Die grosse Schatzsuche (Germany),淘气小兵兵-寻宝历险记(德国)
Rugrats - Scavenger Hunt (USA),淘气小兵兵-寻宝历险记(美版)
Rugrats - Treasure Hunt (Europe),淘气小兵兵-寻宝历险记(欧版)
Rugrats in Paris - The Movie (Europe),淘气小兵兵-巴黎历险记(欧版)
Rugrats in Paris - The Movie (USA),淘气小兵兵-巴黎历险记(美版)
"Rush 2 - Extreme Racing USA (Europe) (En,Fr,De,Es,It,Nl)","狂飙2-美国极限赛车(欧版)(英,法,德,西,意,荷)"
Rush 2 - Extreme Racing USA (USA),狂飙2-美国极限赛车(美版)
"S.C.A.R.S. (Europe) (En,Fr,De)","S.C.A.R.S.赛车(欧版)(英,法,德)"
S.C.A.R.S. (USA),S.C.A.R.S.赛车(美版)
SD Hiryuu no Ken Densetsu (Japan),SD飞龙之拳传说(日版)
Saikyou Habu Shougi (Japan),最强羽生将棋(日版)
"San Francisco Rush - Extreme Racing (Europe) (En,Fr,De)","旧金山狂飙-极限赛车(欧版)(英,法,德)"
"San Francisco Rush - Extreme Racing (USA) (En,Fr,De)","旧金山狂飙-极限赛车(美版)(英,法,德)"
"San Francisco Rush - Extreme Racing (USA) (En,Fr,De) (Rev 1)","旧金山狂飙-极限赛车(美版)(英,法,德)(版本1)"
"San Francisco Rush 2049 (Europe) (En,Fr,De,Es,It,Nl)","旧金山狂飙2049(欧版)(英,法,德,西,意,荷)"
San Francisco Rush 2049 (USA),旧金山狂飙2049(美版)
Scooby-Doo! - Classic Creep Capers (Europe),史酷比大冒险(欧版)
Scooby-Doo! - Classic Creep Capers (USA),史酷比大冒险(美版)
Scooby-Doo! - Classic Creep Capers (USA) (Rev 1),史酷比大冒险(美版)(版本1)
Sesame Street - Elmo's Letter Adventure (USA),芝麻街-艾尔莫的书信冒险(美版)
Sesame Street - Elmo's Number Journey (USA),芝麻街-艾尔莫的数字之旅(美版)
Shadow Man (Brazil),影子武士(巴西)
"Shadow Man (Europe) (En,Es,It)","影子武士(欧版)(英,西,意)"
Shadow Man (France),影子武士(法国)
Shadow Man (Germany),影子武士(德国)
Shadow Man (USA),影子武士(美版)
Shadowgate 64 - Trials of the Four Towers (Europe),影之门64-四座塔的审判(欧版)
"Shadowgate 64 - Trials of the Four Towers (Europe) (Es,It)","影之门64-四座塔的审判(欧版)(西,意)"
"Shadowgate 64 - Trials of the Four Towers (Europe) (Fr,De,Nl)","影之门64-四座塔的审判(欧版)(法,德,荷)"
Shadowgate 64 - Trials of the Four Towers (Japan),影之门64-四座塔的审判(日版)
"Shadowgate 64 - Trials of the Four Towers (USA) (En,Es)","影之门64-四座塔的审判(美版)(英,西)"
Shin Nihon Pro Wrestling Toukon Road - Brave Spirits (Japan),新日本职业摔跤斗魂之路-战斗之魂(日版)
Shin Nihon Pro Wrestling Toukon Road 2 - The Next Generation (Japan),新日本职业摔跤斗魂之路2-新生代(日版)
SimCity 2000 (Japan),模拟城市2000(日版)
Snobo Kids (Japan),滑雪小子(日版)
Snow Speeder (Japan),高山滑雪(日版)
"Snowboard Kids (Europe, Australia)","滑雪小子(欧版,澳版)"
Snowboard Kids (USA),滑雪小子(美版)
Snowboard Kids 2 (Australia),滑雪小子2(澳版)
Snowboard Kids 2 (USA),滑雪小子2(美版)
Sonic Wings Assault (Japan),音速战机-突击(日版)
South Park (Brazil),南方公园(巴西)
"South Park (Europe) (En,Fr,Es)","南方公园(欧版)(英,法,西)"
South Park (Germany),南方公园(德国)
South Park (USA),南方公园(美版)
South Park - Chef's Luv Shack (Europe),南方公园-问答游戏(欧版)
South Park - Chef's Luv Shack (USA),南方公园-问答游戏(美版)
South Park Rally (Europe),南方公园-拉力赛(欧版)
South Park Rally (USA),南方公园-拉力赛(美版)
Space Dynamites (Japan),宇宙战士格斗(日版)
Space Invaders (USA),太空侵略者(美版)
"SpaceStation Silicon Valley (Europe) (En,Fr,De,Es,It,Nl,Pt)","硅谷太空站(欧版)(英,法,德,西,意,荷,葡)"
SpaceStation Silicon Valley (USA),硅谷太空站(美版)
SpaceStation Silicon Valley (USA) (Rev 1),硅谷太空站(美版)(版本1)
Spider-Man (USA),蜘蛛侠(美版)
Star Fox 64 (Japan),星际火狐64(日版)
Star Fox 64 (USA),星际火狐64(美版)
Star Fox 64 (USA) (Rev 1),星际火狐64(美版)(版本1)
Star Soldier - Vanishing Earth (Japan) (En),星际战士-失落的地球(日版)(英)
Star Soldier - Vanishing Earth (USA),星际战士-失落的地球(美版)
Star Twins (Japan),喷射力量-双子星(日版)
"Star Wars - Rogue Squadron (Europe) (En,Fr,De)","星球大战-侠盗中队(欧版)(英,法,德)"
"Star Wars - Rogue Squadron (Europe) (En,Fr,De) (Rev 1)","星球大战-侠盗中队(欧版)(英,法,德)(版本1)"
Star Wars - Rogue Squadron (USA),星球大战-侠盗中队(美版)
Star Wars - Rogue Squadron (USA) (Rev 1),星球大战-侠盗中队(美版)(版本1)
Star Wars - Shadows of the Empire (Europe),星球大战-帝国的阴影(欧版)
Star Wars - Shadows of the Empire (USA),星球大战-帝国的阴影(美版)
Star Wars - Shadows of the Empire (USA) (Rev 1),星球大战-帝国的阴影(美版)(版本1)
Star Wars - Shadows of the Empire (USA) (Rev 2),星球大战-帝国的阴影(美版)(版本2)
Star Wars - Shutsugeki! Rogue Chuutai (Japan),星球大战-侠盗中队(日版)
Star Wars - Teikoku no Kage (Japan),星球大战-帝国的阴影(日版)
Star Wars Episode I - Battle for Naboo (Europe),星球大战前传1-纳布之战(欧版)
Star Wars Episode I - Battle for Naboo (USA),星球大战前传1-纳布之战(美版)
"Star Wars Episode I - Racer (Europe) (En,Fr,De)","星球大战前传1-极速飞梭(欧版)(英,法,德)"
Star Wars Episode I - Racer (Japan),星球大战前传1-极速飞梭(日版)
Star Wars Episode I - Racer (USA),星球大战前传1-极速飞梭(美版)
StarCraft 64 (Australia),星际争霸64(澳版)
StarCraft 64 (USA),星际争霸64(美版)
"Starshot - Space Circus Fever (Europe) (En,Fr,De)","银河出击-太空马戏团狂热(欧版)(英,法,德)"
"Starshot - Space Circus Fever (USA) (En,Fr,Es)","银河出击-太空马戏团狂热(美版)(英,法,西)"
Stunt Racer 64 (USA),特技赛车64(美版)
Super B-Daman - Battle Phoenix 64 (Japan),弹珠超人64-战斗凤凰(日版)
Super Bowling (Japan),超级保龄球(日版)
Super Bowling (USA),超级保龄球(美版)
"Super Mario 64 (Europe) (En,Fr,De)","超级马里奥64(欧版)(英,法,德)"
Super Mario 64 (Japan),超级马里奥64(日版)
Super Mario 64 (Japan) (Rev 3) (Shindou Edition),超级马里奥64(日版)(版本3)(震动版)
Super Mario 64 (USA),超级马里奥64(美版)
Super Robot Spirits (Japan),超钢之魂(日版)
Super Robot Taisen 64 (Japan),超级机器人大战64(日版)
Super Smash Bros. (Australia),任天堂全明星大乱斗(澳版)
"Super Smash Bros. (Europe) (En,Fr,De)","任天堂全明星大乱斗(欧版)(英,法,德)"
Super Smash Bros. (USA),任天堂全明星大乱斗(美版)
Super Speed Race 64 (Japan),兰博基尼赛车(日版)
"Supercross 2000 (Europe) (En,Fr,De)","越野狂飙2000(欧版)(英,法,德)"
Supercross 2000 (USA),越野狂飙2000(美版)
"Superman (Europe) (En,Fr,De,Es,It,Nl)","超人(欧版)(英,法,德,西,意,荷)"
"Superman - The New Superman Aventures (USA) (En,Fr,Es)","超人-新超人的冒险(美版)(英,法,西)"
Susume! Taisen Puzzle Dama - Toukon! Marutama Chou (Japan),前进-智力对战方块(日版)
TG Rally 2 (Europe),顶级拉力赛2(欧版)
Tarzan (Europe),人猿泰山(欧版)
Tarzan (France),人猿泰山(法国)
Tarzan (Germany),人猿泰山(德国)
Tarzan (USA),人猿泰山(美版)
"Taz Express (Europe) (En,Fr,De,Es,It,Nl)","大嘴怪塔兹(欧版)(英,法,德,西,意,荷)"
Telefoot Soccer 2000 (France),特勒弗特足球2000(法国)
Tetris 64 (Japan) (En),俄罗斯方块64(日版)(英)
Tetrisphere (Europe),图形方块(欧版)
Tetrisphere (USA),图形方块(美版)
"Tigger's Honey Hunt (Europe) (En,Fr,De,Es,It,Nl,Da)","跳跳虎历险记(欧版)(英,法,德,西,意,荷,丹)"
Tigger's Honey Hunt (USA),跳跳虎历险记(美版)
Tom Clancy's Rainbow Six (Europe),彩虹六号(欧版)
Tom Clancy's Rainbow Six (France),彩虹六号(法国)
Tom Clancy's Rainbow Six (Germany),彩虹六号(德国)
Tom Clancy's Rainbow Six (USA),彩虹六号(美版)
"Tom and Jerry in Fists of Furry (Europe) (En,Fr,De,Es,It,Nl)","汤姆和杰瑞-绒毛拳头(欧版)(英,法,德,西,意,荷)"
Tom and Jerry in Fists of Furry (USA),汤姆和杰瑞-绒毛拳头(美版)
"Tonic Trouble (Europe) (En,Fr,De,Es,It)","麻烦大了(欧版)(英,法,德,西,意)"
Tonic Trouble (USA) (Rev 1),麻烦大了(美版)(版本1)
Tony Hawk's Pro Skater (USA),托尼霍克职业滑板(美版)
Tony Hawk's Pro Skater (USA) (Rev 1),托尼霍克职业滑板(美版)(版本1)
Tony Hawk's Pro Skater 2 (Europe),托尼霍克职业滑板2(欧版)
Tony Hawk's Pro Skater 2 (USA),托尼霍克职业滑板2(美版)
Tony Hawk's Pro Skater 3 (USA),托尼霍克职业滑板3(美版)
Tony Hawk's Skateboarding (Europe),托尼霍克职业滑板(欧版)
Top Gear Hyper Bike (Europe),顶级摩托车(欧版)
Top Gear Hyper Bike (Japan),顶级摩托车(日版)
Top Gear Hyper-Bike (USA),疯狂汽车秀-超级摩托(美版)
Top Gear Overdrive (Europe),疯狂汽车秀-超速(欧版)
Top Gear Overdrive (Japan),疯狂汽车秀-超速(日版)
Top Gear Overdrive (USA),疯狂汽车秀-超速(美版)
Top Gear Rally (Asia) (En),疯狂汽车秀-拉力赛(亚版)(英)
Top Gear Rally (Europe),疯狂汽车秀-拉力赛(欧版)
Top Gear Rally (Japan),疯狂汽车秀-拉力赛(日版)
Top Gear Rally (USA),疯狂汽车秀-拉力赛(美版)
Top Gear Rally 2 (Europe),疯狂汽车秀-拉力赛2(欧版)
Top Gear Rally 2 (Japan),疯狂汽车秀-拉力赛2(日版)
