Name EN,Name ZH
"Super Monaco GP (USA, Europe, Brazil) (En)","超级摩纳哥GP赛车(美版,欧版,巴西)(英)"
"Super Off Road (USA, Europe)","超级越野赛车(美版,欧版)"
Super Smash T.V. (World),超级大混战(世界)
"Super Space Invaders (USA, Europe)","超级太空侵略者(美版,欧版)"
"Super Star Wars - Return of the Jedi (USA, Europe)","星球大战-绝地归来(美版,欧版)"
Superman - The Man of Steel (Europe),超人(欧版)
"Surf Ninjas (USA, Europe, Brazil) (En)","忍者大追杀(美版,欧版,巴西)(英)"
Sylvan Tale (Japan),森林传说(日版)
T2 - The Arcade Game (Japan) (En),魔鬼终结者2-街机版(日版)(英)
"T2 - The Arcade Game (USA, Europe)","魔鬼终结者2-街机版(美版,欧版)"
"Tails Adventure (World) (En,Ja)","泰尔斯大冒险(世界)(英,日)"
Tails no Skypatrol (Japan),泰尔斯空中巡逻(日版)
Taisen Mahjong HaoPai (Japan),对战麻将-好牌(日版)
Taisen Mahjong HaoPai 2 (Japan),对战麻将-好牌2(日版)
Taisen-gata Daisenryaku G (Japan),对战型大战略G(日版)
Taito Chase H.Q. (Japan),极速追捕(日版)
"TaleSpin (USA, Europe, Brazil) (En)","航空小英雄(美版,欧版,巴西)(英)"
Tama & Friends - 3 Choume Kouen Tamalympic (Japan),三丁目公园(日版)
Tarot no Yakata (Japan),塔罗之家(日版)
Tarzan - Lord of the Jungle (Europe),人猿泰山-森林之王(欧版)
Tatakae! Pro Yakyuu Twin League (Japan),职业棒球双联赛(日版)
"Taz in Escape from Mars (USA, Europe, Brazil) (En)","古惑狼-逃离火星(美版,欧版,巴西)(英)"
"Taz-Mania (USA, Europe, Brazil) (En)","古惑狼-寻找失落的海鸟(美版,欧版,巴西)(英)"
Tempo Jr. (World),节拍男孩JR(世界)
"Tengen World Cup Soccer (USA, Europe)","世界杯足球(美版,欧版)"
Terminator 2 - Judgment Day (World),魔鬼终结者2-末日审判(世界)
"Terminator, The (USA, Europe)","魔鬼终结者(美版,欧版)"
Tesserae (USA),方块跳棋(美版)
"Tintin in Tibet (Europe) (En,Fr,De,Es,Nl,Sv)","丁丁在西藏(欧版)(英,法,德,西,荷,瑞)"
"Tom and Jerry - The Movie (Japan, Brazil) (Ja)","猫和老鼠-电影版(日版,巴西)(日)"
"Tom and Jerry - The Movie (USA, Europe)","猫和老鼠-电影版(美版,欧版)"
Torarete Tamaruka (Japan),密屋特急(日版)
True Lies (World),真实谎言(世界)
"Ultimate Soccer (Japan, Europe, Brazil) (En,Fr,De,Es,It)","终极足球(日版,欧版,巴西)(英,法,德,西,意)"
Urban Strike (USA),都市攻击(美版)
"VR Troopers (USA, Europe, Brazil) (En)","VR格斗(美版,欧版,巴西)(英)"
Vampire - Master of Darkness (USA),吸血鬼-黑暗魔王(美版)
"Virtua Fighter Animation (USA, Europe)","VR战士迷你版(美版,欧版)"
Virtua Fighter Mini (Japan),VR战士迷你版(日版)
"WWF Raw (USA, Europe)","WWF世界摔角联盟(美版,欧版)"
"WWF Wrestlemania - Steel Cage Challenge (USA, Europe)","WWF世界摔角联盟-铁牢锦标赛(美版,欧版)"
Wagyan Land (Japan),瓦强世界(日版)
Wheel of Fortune (USA),命运之轮(美版)
Wimbledon (World),温布顿网球(世界)
"Winter Olympics (Japan) (En,Fr,De,Es,It,Pt,Sv,No)","冬季奥运会-利勒哈默94(日版)(英,法,德,西,意,葡,瑞,挪)"
"Winter Olympics (USA, Europe) (En,Fr,De,Es,It,Pt,Sv,No)","冬季奥运会-利勒哈默94(美版,欧版)(英,法,德,西,意,葡,瑞,挪)"
Wizard Pinball (Europe),巫术弹珠台(欧版)
Wolfchild (Europe),狼童(欧版)
Wonder Boy (Europe),神奇男孩(欧版)
Wonder Boy (Japan),神奇男孩(日版)
Wonder Boy - The Dragon's Trap (Europe),神奇男孩-龙之陷阱(欧版)
Woody Pop (Japan) (En),木头打砖块(日版)(英)
"Woody Pop (USA, Europe, Brazil) (En)","木头打砖块(美版,欧版,巴西)(英)"
"World Class Leaderboard (USA, Europe)","世界高尔夫(美版,欧版)"
"World Cup USA 94 (USA, Europe, Brazil) (En,Fr,De,Es,It,Nl,Pt,Sv)","世界杯94(美版,欧版,巴西)(英,法,德,西,意,荷,葡,瑞)"
World Derby (Japan),德比世界赛马(日版)
World Series Baseball '95 (USA),世界系列棒球95(美版)
World Series Baseball (USA),世界系列棒球(美版)
World Series Baseball (USA) (Rev 1),世界系列棒球(美版)(版本1)
X-Men (USA),X战警(美版)
"X-Men - Gamemaster's Legacy (USA, Europe)","X战警-游戏王的遗产(美版,欧版)"
X-Men - Mojo World (USA),X战警-莫决世界(美版)
Yu Yu Hakusho - Horobishimono no Gyakushuu (Japan),幽游白书(日版)
Yu Yu Hakusho II - Gekitou! Nanakyou no Tatakai (Japan),幽游白书2-激斗!七强之战(日版)
Zan Gear (Japan),斩(日版)
Zool - Ninja of the 'Nth' Dimension (Europe),真宝珠小子(欧版)
Zool - Ninja of the 'Nth' Dimension (USA),真宝珠小子(美版)
Zool no Yume Bouken (Japan),真宝珠小子(日版)
Zoop (USA),冲撞方块(美版)
