Name EN,Name ZH
Hi-Octane (Japan),机动战车
6 Inch My Darling (Japan),我亲爱的 6 英寸
Aquazone - Desktop Life (Japan),
Girl Doll Toy - Tamashii o Kudasai (Japan),女生玩具娃娃 - 请给我灵魂
J.League Pro Soccer Club o Tsukurou! 2 (Japan) (Rev C) (32M),J联盟职业创造球会 2
"King of Fighters '96, The (Japan) (1M)",拳皇 '96
Nightruth - Explanation of the Paranormal - The Making of Nightruth (Japan) (2M),
She'sn (Japan),恋之四季
Sotsugyou Album (Japan),卒业 - 相册
Real Mahjong Adventure Umi e - Summer Waltz (Japan),真实麻将冒险 - 夏日华尔茨
World Advanced Daisenryaku - Sakusen File (Japan) (1M),大战略 - 作战文件
Street Fighter Zero (Japan) (1M),街头霸王 ZERO
Rampo (Japan) (Disc 1),乱步谜案
Rampo (Japan) (Disc 2),乱步谜案
Shin Seiki Evangelion - 2nd Impression (Japan) (Made in U.S.A.),新世纪福音战士 - 第二次印象
Neon Genesis - Evangelion - Koutetsu no Girlfriend (Japan) (Disc 1),新世纪福音战士 - 钢铁的女友
Neon Genesis - Evangelion - Koutetsu no Girlfriend (Japan) (Disc 2),新世纪福音战士 - 钢铁的女友
Nanatsu no Hikan (Japan) (Disc 1) (2M),七之秘馆
Nanatsu no Hikan (Japan) (Disc 2) (2M),七之秘馆
"Nanatsu no Hikan (Japan) (Disc 3) (1M, 2M)",七之秘馆
Tomb Raider (Europe),古墓丽影
Wipeout 2097 (Europe),反重力赛车 2097
Street Fighter Alpha 2 (USA),少年街霸 2
Mortal Kombat II (USA),真人快打 2
Iron Storm (USA),钢铁风暴
Night Warriors - Darkstalkers' Revenge (USA),恶魔战士 - 恶魔的复仇
NHL 97 (USA),NHL冰球 97
All-Star Baseball '97 Featuring Frank Thomas (USA),全明星棒球 '97 - 弗兰克托马斯
"Horde, The (Japan)",部落
Langrisser III (Japan) (1M),梦幻模拟战 3
Winter Heat (Japan),冬季奥运会
J. B. Harold - Blue Chicago Blues (Japan) (Disc 1),刑事 J.B.哈罗德 - 蓝色芝加哥
J. B. Harold - Blue Chicago Blues (Japan) (Disc 2),刑事 J.B.哈罗德 - 蓝色芝加哥
NBA Jam Extreme (USA),NBA Jam极限版
Virtual Open Tennis (USA),虚拟开幕网球
Gunbird (Japan),武装飞鸟
"Gale Racer (Japan) (En,Ja) (1A)",烈风比赛
Christmas Nights into Dreams... (Europe),圣诞夜之梦
Nights into Dreams... (Europe),梦精灵
Sonic 3D Blast (USA),索尼克 3D - BLAST
Virtua Fighter 2 (USA) (RE),VR战士 2
Wipeout 2097 (Europe) (Demo),反重力赛车 2097
Pinball Graffiti (Europe) (Demo),涂鸦弹珠台
Gremlin Interactive Demo Disc (Europe),
Winter Heat (Europe) (Demo),冬季奥运会
WWF WrestleMania - The Arcade Game (Europe) (Demo),美国职业摔交联盟 - 街机游戏
Sega Flash Vol. 1 (Europe),
Sega Flash Vol. 2 (UK),
Sega Flash Vol. 3 (UK) (Rev A),
Sega Flash Vol. 4 (UK),
Sega Flash Vol. 6 (UK),
Sega Flash Vol. 7 (UK),
Panzer Dragoon (Europe) (Demo) (6S),铁甲飞龙
Sega Flash Vol. 3 (UK),
Sega Flash Vol. 5 (Europe),
Parodius (Europe),沙罗曼蛇
Mechanical Violator Hakaider - Last Judgement (Japan),人造人间
Street Fighter II Movie (Japan) (Disc 1),街头霸王 2 - 电影
Street Fighter II Movie (Japan) (Disc 2),街头霸王 2 - 电影
Panzer Dragoon II Zwei (Europe),铁甲飞龙 2
Wing Arms (Europe),华丽击坠王
Battle Arena Toshinden Remix (Europe),斗神传 REMIX
"FIFA Soccer 96 (Europe) (En,Fr,De,Es,It,Sv)",FIFA世界足球 96
"FIFA 97 (Germany) (En,Fr,De,Es,It,Sv)",FIFA足球 97
"FIFA 97 (Europe) (En,Fr,De,Es,It,Sv)",FIFA足球 97
Burning Rangers (Europe),救火奇兵
Panzer Dragoon Saga (Europe) (Disc 1),铁甲飞龙 - 传奇
Panzer Dragoon Saga (Europe) (Disc 2),铁甲飞龙 - 传奇
Panzer Dragoon Saga (Europe) (Disc 3),铁甲飞龙 - 传奇
Panzer Dragoon Saga (Europe) (Disc 4),铁甲飞龙 - 传奇
"Dragon Ball Z - La Grande Legende des Boules de Cristal (France, Spain)",龙珠 Z - 伟大的龙珠传说
Virtual On - Cyber Troopers (Europe),电脑战机
Earthworm Jim 2 (Europe),蚯蚓吉姆 2
Winter Heat (Europe),冬季奥运会
Die Hard Arcade (Europe),终极警探
Mighty Hits (Europe),能力大挑战
Golden Axe - The Duel (Europe),战斧格斗篇
Deep Fear (Europe) (Disc 1),深海恐惧
Deep Fear (Europe) (Disc 2),深海恐惧
Torico (Europe) (Disc 1),月花雾幻谭
Torico (Europe) (Disc 2),月花雾幻谭
Enemy Zero (Europe) (Disc 0) (Opening Disc),异灵
Enemy Zero (Europe) (Disc 1) (Game Disc),异灵
Enemy Zero (Europe) (Disc 2) (Game Disc),异灵
Enemy Zero (Europe) (Disc 3) (Game Disc),异灵
Fighters Megamix (Europe),VR战士对格斗之蛇
Keio Flying Squadron 2 (Europe),庆应游击队 2
Sega Ages Volume 1 (Europe),世嘉时代 1
Saturn Bomberman (Europe),土星炸弹人
Virtua Fighter Kids (Europe),VR战士口袋版
Thunder Storm & Road Blaster (Japan) (Disc 1) (Thunder Storm),雷电合集
Thunder Storm & Road Blaster (Japan) (Disc 2) (Road Blaster),雷电合集
Gensou Suikoden (Japan),幻想水浒传
Marie no Atelier Ver. 1.3 - Salburg no Renkinjutsushi (Japan),塞班的炼金术士 - 玛莉工作室
Wizard's Harmony (Japan),巫师和声
Princess Quest (Japan),公主冒险
Zen Nihon Pro Wres featuring Virtua (Japan),全日本职业摔跤VR版
Taklamakan - Tonkou Denki (Japan),塔克拉玛干 - 敦煌傅奇
Gakkou no Kaidan (Japan),学校怪谈
Suchie-Pai Adventure - Doki Doki Nightmare (Japan) (Disc 1),美少女大冒险 - 心动梦魇
Suchie-Pai Adventure - Doki Doki Nightmare (Japan) (Disc 2),美少女大冒险 - 心动梦魇
Mujintou Monogatari R - Futari no Love Love Island (Japan),无人岛物语 R
Pia Carrot e Youkoso!! We've Been Waiting for You (Japan),快餐店之恋 - 我们一直在等着你
Tenchi Muyou! Ryououki Gokuraku CD-ROM for Sega Saturn (Japan) (1M),天地无用 - 魉皇鬼
"Doukyuusei - if (Japan) (1M, 2M)",同级生 if
"Yakyuuken Special, The - Kon'ya wa 12-kaisen!! (Japan) (1M)",野球拳特别版 - 今夜大战12回合
Sotsugyou III - Wedding Bell (Japan),卒业 3 - 婚礼的钟声
Dezaemon 2 (Japan),射击工具制造 2
Sotsugyou II - Neo Generation (Japan) (1M),卒业 2
Mr. Bones (Japan) (Disc 1),骨头先生
"Mass Destruction (Europe) (En,Fr,De,Es)",大规模破坏
"House of the Dead, The (Europe)",死亡之屋
Sakura Tsuushin (Japan),樱花通信
Sword & Sorcery (Japan) (2M),剑与魔杖
Mega Man X3 (Europe),洛克人 X3
"King of Fighters '95, The (Europe)",拳皇 '95
Athlete Kings (Europe),运动员之王
Daytona USA - Championship Circuit Edition (Europe) (Rev A),梦游美国 锦标赛版
Tetris Plus (Europe),俄罗斯方块
Fighting Vipers (Europe),格斗之蛇
Darius Gaiden (Europe),太空战斗机外传
Sonic 3D - Flickies' Island (Europe),索尼克 3D 岛
Sega Touring Car Championship (Europe),世嘉观览车大赛
"Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (2A, 2B)",真说梦见馆
Mobile Suit Gundam Side Story I - Senritsu no Blue (Japan),机动战士高达外传 1 - 战栗之蓝
Shouryuu Sangoku Engi (Japan),升龙三国演义
Jikuu Tantei DD (Dracula Detective) - Maboroshi no Lorelei (Japan) (Disc A),时空侦探 DD - 幻之罗蕾莱
Jikuu Tantei DD (Dracula Detective) - Maboroshi no Lorelei (Japan) (Disc B),时空侦探 DD - 幻之罗蕾莱
Shanghai - Banri no Choujou - The Great Wall (Japan) (1M),上海 - 万里长城
Virtua Cop 2 (Japan) (Rev B) (23M),VR战警 2
Virtua Fighter Remix (Japan) (4M),VR战士 - REMIX
DecAthlete (Japan) (1M),十项全能
Riglordsaga 2 (Japan) (2M),王国传说 2
Tokimeki Memorial Drama Series Vol. 1 - Nijiiro no Seishun (Japan),心跳回忆外传 - 虹色青春
Nightruth - Explanation of the Paranormal - Making of Nightruth II - Voice Selection (Japan),
Pyon Pyon Kyaruru no Mahjong Biyori (Japan) (2M),活蹦乱跳的麻将日和
QuoVadis (Japan),惑星强袭
Winning Post 2 (Japan) (2M),赛马大亨 2
LifeScape - Seimei 40 Okunen Haruka na Tabi (Japan) (Disc 1) (Aquasphere) (4M),生命之旅 - 四十亿年之旅
LifeScape - Seimei 40 Okunen Haruka na Tabi (Japan) (Disc 2) (Landsphere) (3M),生命之旅 - 四十亿年之旅
Eve - The Lost One (Japan) (Disc 1) (Kyoko Disc) (1M),夜行侦探 - 迷失者
Eve - The Lost One (Japan) (Disc 2) (Snake Disc) (2M),夜行侦探 - 迷失者
Eve - The Lost One (Japan) (Disc 3) (Lost One Disc) (1M),夜行侦探 - 迷失者
Eve - The Lost One (Japan) (Disc 4) (Extra Disc) (2M),夜行侦探 - 迷失者
Eve - Burst Error (Japan) (Disc 1) (Kojiroh Disc),夜行侦探
Eve - Burst Error (Japan) (Disc 2) (Marina Disc),夜行侦探
Eve - Burst Error (Japan) (Disc 3) (Terror Disc),夜行侦探
Eve - Burst Error (Japan) (Disc 4) (Making Disc),夜行侦探
Baku Baku Animal - World Zookeeper Contest (Europe),爆裂方块 - 世界动物园管理员大赛
Neon Genesis Evangelion - Digital Card Library (Japan),新世纪福音战士 - 数码卡片图书馆
RMJ - The Mystery Hospital (Japan),神秘病院
Densetsu no Ogre Battle (Japan),传说的奥枷战争
From TV Animation Slam Dunk - I Love Basketball (Japan),灌篮高手 - 我爱篮球
Virus (Japan) (Disc 1),病毒
Virus (Japan) (Disc 2),病毒
Virus (Japan) (Disc 3),病毒
Nihon Daihyou Team no Kantoku ni Naruu! Sekaihatsu Soccer RPG - Become the Coach for the National Team! (Japan),日本代表队领队 世界第一个足球 RPG
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (3S),发条骑士大冒险 2
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Shokai Tokutenban)",樱花大战 2 - 愿君平安
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban)",樱花大战 2 - 愿君平安
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban)",樱花大战 2 - 愿君平安
Virtua Fighter 2 (Japan) (Rev B),VR战士 2
Fighters Megamix (Japan),VR战士对格斗之蛇
Godzilla - Rettou Shinkan (Japan),哥斯拉 - 列岛震撼
Ryuuteki Gosennen - Dragons of China (Japan),龙的五千年
Side Pocket 2 - Densetsu no Hustler (Japan),花式撞球 2
Mahjong Gokuu Tenjiku (Japan),麻雀悟空天竺
J.League Victory Goal '97 (Japan),J联赛胜利足球 '97
Riglordsaga (Japan) (Made in U.S.A.) (1S),王国传说
Madden NFL 97 (USA),麦登橄榄球 97
NHL 98 (USA),NHL冰球 98
MechWarrior 2 - 31st Century Combat - Arcade Combat Edition (USA),机甲战士 2 - 31世纪之战
Ghen War (USA),戈恩战争
Independence Day (USA),独立日
Ayakashi Ninden Kunoichiban Plus (Japan) (Disc 1),魂兽女忍传一番 加强版
Angel Graffiti S - Anata e no Profile (Japan),涂鸦天使 S - 你的侧脸
Worldwide Soccer - Sega International Victory Goal Edition (USA) (RE),世界联赛足球 世嘉国际胜利进球版
Mahjong Hyper Reaction R (Japan),美女麻雀 R
Mahjong Kaigan Monogatari - Mahjong-kyou Jidai Sexy Idol-hen (Japan) (2M),麻雀狂时代 - 性感偶像篇
Beach de Riichi! (Japan),海边麻雀
Gal Jan (Japan),妖艳电视麻雀游戏
Lovely Pop 2 in 1 - Jan Jan Koi Shimasho (Japan),恋爱麻雀可爱的流行 2合1
Idol Mahjong - Final Romance R (Japan),偶像麻将 - 最终罗曼史 R
Gyuwambler Jiko Chuushinha - Tokyo Mahjongland (Japan),自我中心派 - 东京麻将乐园
Idol Mahjong - Final Romance 2 (Japan),偶像麻将 - 最终罗曼史 2
Jantei Battle Cos-Player (Japan) (Disc 1),雀帝
Daytona USA (Europe) (2S),梦游美国
Dragon Ball Z - Idainaru Dragon Ball Densetsu (Japan),龙珠 Z - 伟大的龙珠传说
Fighters Megamix (Japan) (1M),VR战士对格斗之蛇
Last Bronx (Japan) (Disc 1) (Arcade Disc),东京番外地
Last Bronx (Japan) (Disc 2) (Special Disc),东京番外地
Virtua Fighter Kids (Japan),VR战士口袋版
"Virtua Fighter 2 (Japan) (Rev B) (32B, 37M)",VR战士 2
Funky Head Boxers (Japan),大头拳击
"King of Fighters '97, The (Japan)",拳皇 '97
Toushinden S (Japan),斗神传 S
Toushinden URA (Japan),斗神传 URA
Legend of K-1 - Grand Prix '96 (Japan),K1 竞技场战士 '96
3x3 Eyes - Kyuusei Koushu S (Japan) (Disc 1),3X3只眼 - 吸精公主 S
3x3 Eyes - Kyuusei Koushu S (Japan) (Disc 2),3X3只眼 - 吸精公主 S
3x3 Eyes - Kyuusei Koushu S (Japan) (Disc 3) (Special CD-ROM),3X3只眼 - 吸精公主 S
Three Dirty Dwarves (USA) (RE),爆笑三人组
Resident Evil (USA),生化危机
Alien Trilogy (Japan),异形三部曲
Virtua Fighter 2 (Japan) (Rev B) (35C),VR战士 2
Myst (Korea),神秘岛
Mr. Bones (USA) (Disc 1),骨头先生
Mortal Kombat Trilogy (USA),真人快打三部曲
Mr. Bones (USA) (Disc 2),骨头先生
Fighting Vipers (Korea),格斗之蛇
"Worldwide Soccer '98 (USA) (En,Fr,Es)",世界联赛足球 '98
Worldwide Soccer - Sega International Victory Goal Edition (Korea),世界联赛足球 世嘉国际胜利进球版
Quake (Europe),雷神之锤
Riven - A Sequencia de Myst (Brazil) (Disc 1),神秘岛 - 星空断层
Riven - A Sequencia de Myst (Brazil) (Disc 2),神秘岛 - 星空断层
Riven - A Sequencia de Myst (Brazil) (Disc 3),神秘岛 - 星空断层
Riven - A Sequencia de Myst (Brazil) (Disc 4),神秘岛 - 星空断层
Panzer Dragoon (USA) (1S),铁甲飞龙
X-Men - Children of the Atom (USA),X战警 - 磁场原子人
Ultimate Mortal Kombat 3 (USA),终极真人快打 3
"Bootleg Sampler (USA) (8S, 9S, 17S)",
Sega Saturn Bootleg II - On the Road (USA),
Daytona USA (USA),梦游美国
Panzer Dragoon (USA) (Demo) (4S),铁甲飞龙
Rayman (USA) (Demo),雷曼
Ultimate Mortal Kombat 3 (Europe) (Rev A),终极真人快打 3
Dragon Force (Europe),龙之力量
Street Fighter - The Movie (Europe) (4S),街头霸王 电影版
SimCity 2000 (Europe),模拟城市 2000
"Sega Worldwide Soccer '98 - Club Edition (Europe) (En,Fr,Es)",世嘉世界联赛足球 '98 俱乐部版
"Bootleg Sampler (Europe) (Made in EU, Made in Japan)",
Shining Wisdom (Japan),光明智慧
Destruction Derby (Europe),毁灭大赛车
Tetris Plus (USA),俄罗斯方块
BackGuiner - Yomigaeru Yuusha-tachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 1),归来的盖那 - 苏醒勇者列传 飞翔篇 - 虚空之战场
BackGuiner - Yomigaeru Yuusha-tachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 2),归来的盖那 - 苏醒勇者列传 飞翔篇 - 虚空之战场
Tomb Raider (USA) (2S),古墓丽影
Pinball Graffiti (Europe),涂鸦弹珠台
NBA Live 98 (USA),NBA实况篮球 98
"Terry Pratchett's Discworld (Europe) (En,Fr,De,Es,It)",泰瑞普莱契的碟形世界
"Discworld II - Missing Presumed...! (Europe) (En,Fr,De,Es,It)",迪斯科世界 2 - 推定失踪
Digital Pinball (Europe) (4S),数码弹珠台
Darius II (Europe),太空战斗机 2
"Area 51 (Europe) (En,Fr,De,Es)",51区
Andretti Racing (Germany),明星大赛
NHL 97 (Germany),NHL冰球 97
NHL 98 (Europe),NHL冰球 98
NBA Live 97 (Europe),NBA实况篮球 97
World Series Baseball (USA),世界棒球大赛
World Series Baseball II (USA) (1S),世界棒球大赛 2
NHL All-Star Hockey 98 (USA),NHL冰球全明星赛 '98
NBA Action 98 (USA),NBA动作赛 98
World Series Baseball 98 (USA),世界棒球大赛 '98
PGA Tour 97 (USA),PGA巡回赛 97
NBA Live 97 (USA),NBA实况篮球 97
"Incredible Hulk, The - The Pantheon Saga (Europe) (En,Fr,De,Es,It)",绿巨人
"Virtua Cop (USA) (8S, 12S)",VR战警
"FIFA Soccer 97 (USA) (En,Fr,De,Es,It,Sv)",FIFA世界足球 97
BlackFire (USA) (3S),黑火
Bases Loaded '96 - Double Header (USA),满垒 '96
Last Bronx (Europe),东京番外地
Andretti Racing (USA),明星大赛
NBA Action (USA),NBA动作赛
Actua Soccer - Club Edition (Europe),超拟真足球 俱乐部版
"Magic Carpet (Europe) (En,Fr,De,Es,Sv)",魔毯
Virtua Fighter 2 (USA),VR战士 2
"Rise 2 - Resurrection (USA) (En,Fr,De,Es,It)",上升 2 - 复活
Command & Conquer (USA) (Disc 1) (GDI Disc),命令与征服
Command & Conquer (USA) (Disc 2) (NOD Disc),命令与征服
Doom (USA),毁灭战士
"Alone in the Dark - Jack Is Back (Europe) (En,Fr,De,Es,It)",鬼屋魔影 - 杰克归来
Alien Trilogy (Germany),异形三部曲
Virtua Fighter (Europe) (Made in USA),VR战士
Virtual Golf (Europe),VR高尔夫
Virtual Open Tennis (Europe),虚拟开幕网球
Victory Boxing (Europe),胜利拳击
"Blast Chamber (Europe) (En,Fr,De,Es,It)",爆破
"Theme Park (Europe) (En,Fr,De,Es,Sv)",主题乐园
Battle Arena Toshinden URA - Ultimate Revenge Attack (Europe),斗神传 URA - 终极复仇攻击
Krazy Ivan (Europe),疯狂伊万
"Darklight Conflict (Europe) (En,Fr,De,Es,It,Sv)",暗日
Shockwave Assault (Europe),冲击波 - 入侵地球
Madden NFL 97 (Europe),麦登橄榄球 97
Space Hulk - Vengeance of the Blood Angels (Europe),太空战舰 - 血天使的复仇
Crusader - No Remorse (France),十字军
World Series Baseball II (Europe),世界棒球大赛 2
Daytona USA - Circuit Edition (Japan),梦游美国 环行版
D no Shokutaku (Japan) (Disc 1),D之食卓
D no Shokutaku (Japan) (Disc 2),D之食卓
"Rayman (Europe) (En,Fr,De) (1S)",雷曼
Layer Section (Japan) (6M),雷亚战机
J.League Pro Soccer Club o Tsukurou! 2 (Japan) (4M),J联盟职业创造球会 2
Fighting Vipers (Japan) (Rev C),格斗之蛇
Digital Ange - Dennou Tenshi SS (Japan),电脑天使 SS
Dino Island - Yokoku-hen (Japan),
MeltyLancer - Ginga Shoujo Keisatsu 2086 (Japan),银河少女警察 2086
Doukyuusei 2 (Japan) (Disc A),同级生 2
Doukyuusei 2 (Japan) (Disc B),同级生 2
Free Talk Studio - Mari no Kimamana Oshaberi (Japan),免费聊天室 - 玛丽的随意聊天
DX Nippon Tokkyuu Ryokou Game - Let's Travel in Japan (Japan),DX日本特急旅行游戏 - 去日本旅行
Gaia Breeder (Japan),盖亚饲养员
Pebble Beach Golf Links (Europe) (3S),圆石滩高尔夫
"UEFA Euro 96 - England (Europe) (En,Fr,De,Es,It,Pt)",欧洲杯 '96 - 英格兰
Ginga Ojousama Densetsu Yuna - Mika Akitaka Illust Works (Japan),银河大小姐传说 - 明田美香插图作品
Last Gladiators - Digital Pinball (USA) (3S),最后的角斗士 - 数码弹珠台
Deka 4-ku - Tough the Truck (Japan),四驱卡车
Revolution X - Music Is the Weapon (Germany) (5S),革命 X - 音乐就是武器
"Horde, The (Germany)",部落
Olympic Soccer (Germany),奥运足球
Sky Target (Europe),空中目标
NHL Powerplay '96 (Europe),NHL冰球强力赛 '96
"Formula Karts - Special Edition (Europe) (En,Fr,De,Es)",卡丁车 特别版
"Sea Bass Fishing (Europe) (En,Fr,De)",海鲈鱼垂钓
"Striker 96 (Europe) (En,Fr,De,Es,It)",射手 96
Sky Target (Japan),空中目标
Eve - The Lost One (Japan) (Disc 4) (Extra Disc) (1M),夜行侦探 - 迷失者
Wipeout (Japan) (2M),反重力赛车
Last Gladiators - Digital Pinball (USA) (4S),最后的角斗士 - 数码弹珠台
Brain Battle Q (Japan),智力战争 Q
2do Aru Koto wa Sando R (Japan),肥瘦大盗 - 2 度归来
Pro Yakyuu Team mo Tsukurou! (Japan),创造职业棒球队
Momotarou Douchuuki (Japan) (2M),桃太郎道中记
Earthworm Jim 2 (USA),蚯蚓吉姆 2
Sento Monogatari Sono I (Japan),占卜物语
Actua Golf (Japan),阿克托高尔夫
Tokuso Kidoutai J-SWAT (Japan),特搜机动队 J-SWAT
Gran Chaser (Japan) (3M),追击老爷车
Race Drivin' (Japan) (2M),赛车驾驶
Creature Shock (Japan) (Disc 1),人体历险
Creature Shock (Japan) (Disc 2),人体历险
Albert Odyssey Gaiden - Legend of Eldean (Japan) (1M),亚鲁巴战记外传 - 艾尔丹传奇
Albert Odyssey Gaiden - Legend of Eldean (Japan) (2M),亚鲁巴战记外传 - 艾尔丹传奇
"Mansion of Hidden Souls, The (USA)",梦见馆物语
Angelique Special (Japan),安琪莉可 特别篇
MechWarrior 2 - 31st Century Combat - Arcade Combat Edition (Europe),机甲战士 2 - 31世纪之战
Street Racer (Europe),街头赛车
Space Jam (Europe),空中大灌篮
J.League Pro Soccer Club o Tsukurou! 2 (Japan) (1M),J联盟职业创造球会 2
"Die Hard Trilogy (Europe) (En,Fr,De,Es,It,Sv)",虎胆龙威
Angelique Duet (Japan),安琪莉可
Bug! (Europe),BUG虫虫历险记
Mahjong-kyou Jidai Cebu Island '96 (Japan) (Disc 1),麻雀狂时代 - 麻雀狂时代海滩 '96
Mahjong-kyou Jidai Cebu Island '96 (Japan) (Disc 2) (Omake Disk),麻雀狂时代 - 麻雀狂时代海滩 '96
Mighty Hits (Japan),能力大挑战
Real Sound - Kaze no Regret (Japan) (Disc 2) (2M),
Olympic Soccer (Japan),奥运足球
Dino Island (Japan),恐龙岛
Space Invaders (Japan),太空侵略者
Nights into Dreams... (Japan),梦精灵
Christmas Nights into Dreams... (Japan) (Rev A),圣诞夜之梦
Nobunaga no Yabou Tenshouki (Japan),信长野望 - 天翔记
Nobunaga no Yabou - Returns (Japan),信长野望 - 回归版
Clockwork Knight - Pepperouchau no Daibouken Joukan (Japan),发条骑士大冒险 - 上卷
Panzer Dragoon II Zwei (USA),铁甲飞龙 2
Shining the Holy Ark (Japan) (1M),光明圣柜
Clockwork Knight - Pepperouchau no Daibouken Gekan (Japan) (2M),发条骑士大模型 - 下卷
Shining Force III - Scenario 1 - Outo no Kyoshin (Japan),光明力量 3 剧本 1 - 王都的巨神
Gotha - Ismailia SenEki (Japan),天空战记
Gotha II - Tenkuu no Kishi (Japan),天空战记 2 - 天空骑士
Soukuu no Tsubasa - Gotha World (Japan) (Disc 1),苍空之翼
Soukuu no Tsubasa - Gotha World (Japan) (Disc 2),苍空之翼
Thunderstrike 2 (USA),雷霆一击 2
3D Baseball - The Majors (Japan),3D棒球 - 大联盟
2Tax Gold (Japan),两桶金
Johnny Bazookatone (Europe),约翰尼火箭筒
3D Lemmings (Japan),3D百战小旅鼠
Myst (Japan),神秘岛
Mortal Kombat II Kanzenban (Japan) (4S),真人快打 2 完全版
Wizard's Harmony 2 (Japan) (2M),巫师和声 2
Heiwa Pachinko Soushingeki (Japan) (1M),平合总进击
Steep Slope Sliders (Japan),速降滑雪
Top Anglers - Super Fishing Big Fight 2 (Japan),顶级垂钓者 - 超级钓鱼大战 2
3D Mission Shooting - Finalist (Japan),3D使命射击 - 入围
Andretti Racing (Europe),明星大赛
NASCAR 98 (Europe),纳斯卡赛车 98
Shining Wisdom (Europe),光明智慧
"Tunnel B1 (Europe) (En,Fr,De,Es,It)",隧道 B1
Game-Ware (Japan),
Enemy Zero (Japan) (Disc 1) (Game Disc) (1M),异灵
Enemy Zero (Japan) (Disc 2) (Game Disc) (1M),异灵
"Enemy Zero (Japan) (Disc 3) (Game Disc) (1M, 4M)",异灵
"Game of Life, The - DX Jinsei Game (Japan) (Rev A)",DX人生游戏 - 游戏人生
"Virtua Cop (USA) (5S, 6S)",VR战警
Sega Worldwide Soccer '97 (USA),世嘉世界联赛足球 '97
"Cyberia (USA) (En,Fr,De)",生化悍将
World Series Baseball II (USA) (2S),世界棒球大赛 2
3D Lemmings (Europe),3D百战小旅鼠
"Lost World, The - Jurassic Park (Europe)",侏罗纪公圆 - 失落的世界
"Firestorm - Thunderhawk 2 (Europe) (En,Fr)",火焰风暴 - 雷霆飞鹰 2
Marvel Super Heroes (Europe),美国超人
Mouja (Japan),金钱猫水滴方块
High Velocity - Mountain Racing Challenge (USA),高海拔山脉越野挑战赛
NHL All-Star Hockey (USA) (2S),NHL冰球全明星赛
Clockwork Knight - Pepperouchau's Adventure (USA) (3S),发条骑士大冒险
VR Soccer (USA),VR足球
Madden NFL 98 (USA),麦登橄榄球 98
"Panzer Dragoon (Europe) (En,Fr,De,Es,It)",铁甲飞龙
Defcon 5 (Europe),核战危机 5
NBA Jam Extreme (Europe),NBA Jam极限版
NFL Quarterback Club 96 (Europe),NFL四分卫俱乐部 96
Yuukyuu Gensoukyoku (Japan),悠久幻想曲
Yuukyuu Gensoukyoku 2nd Album (Japan),悠久幻想曲 2
Yuukyuu Gensoukyoku Ensemble (Japan),悠久幻想曲 合奏篇
Yuukyuu Gensoukyoku Ensemble 2 (Japan),悠久幻想曲 合奏篇 2
Yuukyuu no Kobako Official Collection (Japan),悠久的小箱 - 官方精选集
Yuukyuu Gensoukyoku (Japan) (Alt),悠久幻想曲
Yuukyuu Gensoukyoku 2nd Album (Japan) (2M),悠久幻想曲 2
Virtua Fighter 2 (Europe) (Made in USA),VR战士 2
True Pinball (Europe),铁球
"Battle Stations (Europe) (En,Fr,De)",战斗前线
"Independence Day - The Game (Europe) (En,Fr,De,Es,It,Sv)",独立日 游戏版
"Machi (Japan) (Demo) (1M, 2MB2)",
"House of the Dead, The (Japan) (Demo)",死亡之屋
Grandia - Prelude (Japan),
"Hardcore 4x4 (Europe) (En,Fr,De)",硬派四驱大脚车
Andretti Racing (France),明星大赛
"FIFA 97 (France) (En,Fr,De,Es,It,Sv)",FIFA足球 97
Virtua Fighter (USA),VR战士
Shanghai - Triple-Threat (USA),上海 - 三重威胁
Center Ring Boxing (USA),中环拳击
Theme Park (USA),主题乐园
Daytona USA - Championship Circuit Edition (USA),梦游美国 锦标赛版
Hang-On GP (USA),GP赛车
Yuukyuu no Kobako Official Collection (Japan) (1M),悠久的小箱 - 官方精选集
Spot Goes to Hollywood (USA),七喜小子在好莱坞
Virtua Fighter Remix (Japan) (SegaNet),VR战士 - REMIX
"Nights into Dreams... (USA, Brazil)",梦精灵
"Sonic R (USA, Brazil)",索尼克 R
Albert Odyssey - Legend of Eldean (USA),亚鲁巴战记 - 艾尔丹传奇
Albert Odyssey - Legend of Eldean (USA) (RE),亚鲁巴战记 - 艾尔丹传奇
Blazing Heroes (USA),炽热的英雄
Shining the Holy Ark (USA),光明圣柜
"Legend of Oasis, The (USA)",绿洲传说
Romance of the Three Kingdoms IV - Wall of Fire (USA),三国志 4
Mystaria - The Realms of Lore (USA),王国传说
Bust-A-Move 2 - Arcade Edition (USA),泡泡龙 2 街机版
Soviet Strike (USA),攻击苏联
"FIFA Soccer 96 (USA) (En,Fr,De,Es,It,Sv)",FIFA世界足球 96
Mortal Kombat Trilogy (Europe),真人快打三部曲
