Name EN,Name ZH
"King of Fighters '95, The (Japan) (1M)",拳皇 '95
"King of Fighters '95, The (Japan) (3M)",拳皇 '95
Real Sound - Kaze no Regret (Japan) (Disc 3) (1M),
"Virtua Fighter 2 (Japan) (Rev B) (36B, 36C)",VR战士 2
QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 1),惑星强袭 2
QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 2),惑星强袭 2
Mizuki Shigeru no Youkai Zukan Soushuuhen (Japan),水木茂的妖怪图鉴总集编
Sentimental Graffiti (Japan) (Disc 1) (Game Disc) (5M),青涩宝贝
Sentimental Graffiti (Japan) (Disc 1) (Game Disc) (4M),青涩宝贝
Sentimental Graffiti (Japan) (Disc 2) (Second Window) (5M),青涩宝贝
"Sentimental Graffiti (Japan) (Disc 2) (Second Window) (1M, 2M)",青涩宝贝
Sonic R (Japan) (2M),索尼克 R
Arthur to Astaroth no Nazo Makaimura - Incredible Toons (Japan),谜之魔界村
Sega Worldwide Soccer 97 (Europe),世嘉 - 世界联赛足球 '97
"Skeleton Warriors (Europe) (En,Fr,De,Es,It)",骷髅战士
Kekkon - Marriage (Japan),结婚
Riven - The Sequel to Myst (Japan) (Disc 1),神秘岛 2
Riven - The Sequel to Myst (Japan) (Disc 2),神秘岛 2
Riven - The Sequel to Myst (Japan) (Disc 3),神秘岛 2
Riven - The Sequel to Myst (Japan) (Disc 4),神秘岛 2
"DragonHeart - Fire & Steel (Europe) (En,Fr,De)",龙之心 - 火与钢
Spot Goes to Hollywood (Europe),七喜小子在好莱坞
Bug Too! (Europe),虫虫历险记
"Lost World, The - Jurassic Park (USA)",侏罗纪公圆 - 失落的世界
Sentimental Graffiti (Japan) (Disc 1) (Game Disc) (2MB3),青涩宝贝
Side Pocket 3 (Japan),花式撞球 3
"Crimewave (Europe) (En,Fr,De,Es,It)",犯罪高潮
In the Hunt (Europe),海底大战争
"Rise 2 - Resurrection (Europe) (En,Fr,De,Es,It)",上升 2 - 复活
Shinobi-X - Shin Shinobi Den (Europe),忍者 X - 新忍传
Soviet Strike (Germany),攻击苏联
Daytona USA C.C.E. Net Link Edition (USA),梦游美国 C.C.E. 网络链接版
Playboy - Karaoke Collection Volume 2 (Japan) (2M),
X-Men - Children of the Atom (Europe) (3S),X战警 - 磁场原子人
Crusader - No Remorse (Germany),十字军
NBA Action (Europe),NBA动作赛
Hebereke's Popoitto (Europe),迷糊蛋消除方块
Rockman X4 (Japan) (1M),洛克人 X4
"Jewels of the Oracle (Europe) (En,Ja,Fr,De)",先知的魔宝石
Z (Europe),Z模拟战
Worms (Europe),百战天虫
Ghen War (Europe),戈恩战争
Off-World Interceptor Extreme (Europe),火爆大脚车
"Atlantis - The Lost Tales (Europe) (En,De,Es) (Disc 1)",亚特兰蒂斯 - 失落的传说
"Atlantis - The Lost Tales (Europe) (En,De,Es) (Disc 2)",亚特兰蒂斯 - 失落的传说
Atlantis - The Lost Tales (France) (Disc 1),亚特兰蒂斯 - 失落的传说
Atlantis - The Lost Tales (France) (Disc 2),亚特兰蒂斯 - 失落的传说
"Photo CD Operating System (Europe) (En,Ja,Fr,De,Es,It) (2S)",
Valora Valley Golf (Europe),瓦洛拉谷高尔夫
NBA Live 98 (Europe),NBA实况篮球 98
NBA Jam - Tournament Edition (Europe),NBA Jam联赛版
Blam! Machinehead (Germany),机械首脑
Grid Run (Europe),网栅
NASCAR 98 (Germany),纳斯卡赛车 98
Super Puzzle Fighter II Turbo (Europe),超级方块战士 2 加速版
Virtua Racing (Europe),VR赛车
WWF In Your House (Europe),美国职业摔交联盟 - 你的房子
"Lost Vikings 2 - Norse by Norsewest (Europe) (En,Fr,De)",失落的维京人
Virtua Cop (Europe) (2S),VR战警
Blast Wind (Japan),暴风战机
Darius Gaiden (USA),太空战斗机外传
Galactic Attack (USA),太空侵略者
Manx TT SuperBike (USA),麦斯超级机车赛 TT
Custom Web Browser (Version 2) (USA),
Sega Rally Championship (Europe) (Made in USA),世嘉拉力
Three Dirty Dwarves (Europe),爆笑三人组
Gex (Europe),杰克龙
Slam 'n Jam '96 featuring Magic & Kareem - Signature Edition (Europe),大灌篮 '96 - 魔术队对贾巴尔 签名版
Christmas Nights into Dreams... (USA),圣诞夜之梦
Gekiretsu Pachinkers (Japan),激烈柏青哥
Pro Yakyuu Greatest Nine '97 (Japan) (Rev B),最强九人棒球 '97
Myst (Japan) (Rev A),神秘岛
Silhouette Mirage (Japan) (Demo),侧影幻像
NBA Jam - Tournament Edition (USA) (3S),NBA Jam联赛版
Funky Head Boxers Plus (Japan),大头拳击加强版
Code R (Japan),代码 R
Sotsugyou - Graduation S (Japan),卒业 S
Private Idol Disc Vol. 7 - Kaori Asou (Japan),
EGWord (Japan) (Rev A) (10M),
EGWord Ver 2.00 (Japan),
Terra Cresta 3D (Japan) (2M),火凤凰 3D
Hissatsu! (Japan),忍杀
Sonic R (Japan) (Demo),索尼克 R
Shining Force III - Scenario 1 - Outo no Kyoshin (Japan) (Demo),光明力量 3 剧本 1 - 王都的巨神
Courier Crisis - The Saga of the Modern Fatalist (Japan),危机制造者 - 现代宿命论者的传奇
Saturn Music School (Japan),
Saturn Music School 2 (Japan) (Rev A),
"Trash It (Europe) (En,Fr,De,Es,It)",锤击大冒险
Defcon 5 (France),核战危机 5
Core Demo Disc (Europe),
Gremlin Interactive Demo Disk (Europe),
Impact Racing (Europe) (Demo),碰撞赛车
Crimewave (Europe) (Demo),犯罪高潮
Street Fighter - The Movie (Europe) (2S),街头霸王 电影版
Daytona USA (Europe),梦游美国
Momotarou Douchuuki (Japan) (Rev A) (11M),桃太郎道中记
Princess Crown (Japan) (Rev A) (11M),公主的皇冠
Silhouette Mirage (Japan) (Rev A),侧影幻像
Winning Post 2 (Japan) (Rev A) (10M),赛马大亨 2
DecAthlete (Japan) (Rev B) (20M),十项全能
Digital Pinball - Last Gladiators Ver.9.7 (Japan),数码弹珠台 - 最后的角斗士 V9.7
Layer Section (Japan) (Rev A) (11M),雷亚战机
Teitoku no Ketsudan II (Japan),提督的决断 2
Teitoku no Ketsudan III (Japan),提督的决断 3
Taikou Risshiden II (Japan) (2M),太阁立志传 2
Sangokushi IV (Japan),三国志 4
Sangokushi IV with Power-Up Kit (Japan),三国志 4 威力加强版
Sangokushi Returns (Japan),三国志 - 回归
Sangokushi V (Japan),三国志 5
Sangokushi V (Japan) (Rev A),三国志 5
Game Nihonshi - Kakumeiji Oda Nobunaga (Japan),
Nobunaga no Yabou Tenshouki with Power-Up Kit (Japan),信长野望 - 天翔记 加强版
Nobunaga no Yabou - Shouseiroku (Japan) (2M),信长野望 - 将星录
Rabbit (Japan),罗媚斗
Soukyuu Gurentai (Japan),苍穹红莲队
Darius II (Japan) (2M),太空战斗机 2
Final Fight Revenge (Japan),快打旋风复仇
Skull Fang - Kuuga Gaiden (Japan),空牙外传
Thunder Force Gold Pack 1 (Japan),雷鸟黄金包 1
Metal Black (Japan) (1M),黑色合金战机
Arcade Gears Vol. 2 - Gun Frontier (Japan),街机Gears 2 - 枪之国度
Stellar Assault SS (Japan),行星攻击 SS
Nekketsu Oyako (Japan),热血亲子
AI Shougi 2 (Japan),AI将棋 2
FIFA Soccer 96 (Japan),FIFA世界足球 96
PGA Tour 97 (Japan),PGA巡回赛 97
NHL 97 (Japan),NHL冰球 97
WarCraft II - The Dark Saga (Japan),魔兽争霸 2 - 暗黑传说
Sid Meier's Civilization - Shin Sekai Shichidai Bunmei (Japan),文明帝国 - 新世界七大文明
Transport Tycoon (Japan),运输大亨
Virtual Kyoutei 2 (Japan) (2M),VR赛艇 2
Break Point (Japan),破发网球
Eisei Meijin (Japan) (2M),永世名人
Eisei Meijin II (Japan),永世名人 2
Yoshimura Shougi (Japan),吉村将棋
Etude Prologue - Yureugoku Kokoro no Katachi (Japan),练习曲 - 序章动摇的心情
Ojousama o Nerae!! (Japan),瞄准大小姐
My Dream - On Air ga Matenakute (Japan) (Disc 1),我的梦想 - 等不及的直播
My Dream - On Air ga Matenakute (Japan) (Disc 2),我的梦想 - 等不及的直播
Game de Seishun (Japan) (Rev A),游戏青春
Ryouri no Tetsujin - Kitchen Stadium Tour (Japan),
Sankyo Fever - Jikki Simulation S (Japan),本家实战机台柏青哥 S
Jissen Pachinko Hisshou-hou! Twin (Japan),实战柏青哥必胜法 - TWIN
Taikyoku Shougi - Kiwame II (Japan),对局将棋 - 极 2
Virtual Casino (Japan),虚拟赌场
Umanari 1 Furlong Theater (Japan),马背上的剧场
Minton Keibu no Sousa File - Doukeshi Satsujin Jiken (Japan),明顿督察的调查档案 - 小丑谋杀案
"Unsolved, The (Japan) (Disc 1)",未解之谜
"Unsolved, The (Japan) (Disc 2)",未解之谜
"Unsolved, The (Japan) (Disc 3)",未解之谜
Private Idol Disc Vol. 1 - Yuu Kinoshita (Japan),
Private Idol Disc Vol. 2 - Miki Uchiyama (Japan),
Private Idol Disc Vol. 3 - Akemi Ooshima (Japan) (2M),
Private Idol Disc - Tokubetsu-hen - Cosplayers (Japan) (2M),
Private Idol Disc - Tokubetsu-hen - Kogal Daihyakka 100 (Japan),
Private Idol Disc Vol. 4 - Mirei Kuroda (Japan),
"Photograph of a Crime, The - Hankou Shashin - Shibarareta Shoujo-tachi no Mita Mono wa (Japan)",犯行写真 - 被束缚的少女
Habitat II (Japan),栖息地 2
Kekkon - Marriage - Zen'ya (Japan),结婚 - 前夜
Game no Tetsujin - The Shanghai (Japan),游戏达人 - 上海
Shanghai - Great Moments (Japan) (2M),上海 - 伟大时刻
MediaROMancer - DA - Daisuke Asakura (Japan),
Maboroshi no Black Bass (Japan),幻想鲈鱼钓鱼
Super Casino Special (Japan),超级赌场 特别版
Frank Thomas Big Hurt Baseball (Japan),法兰克棒球
WWF In Your House (Japan),美国职业摔交联盟 - 你的房子
Game-Ware Vol. 2 (Japan),世嘉 GAMEWARE 2
NFL Quarterback Club '97 (Japan),NFL四分卫俱乐部 '97
Zap! Snowboarding Trix (Japan),滑雪高手
Zap! Snowboarding Trix '98 (Japan),滑雪高手 '98
Game-Ware Vol. 5 (Japan) (Disc A),
Game-Ware Vol. 5 (Japan) (Disc B),
Mahjong Ganryuujima (Japan) (4M),麻将 - 岩流岛
Honkaku 4-nin Uchi Geinoujin Taikyoku Mahjong - The Wareme de Pon (Japan),本格四人麻将 - 名人对战
Kuro no Danshou - The Literary Fragment (Japan) (2M),黑之断章 - 记忆碎片
Koden Koureijutsu - Hyaku Monogatari - Honto ni Atta Kowai Hanashi (Japan) (Disc 1) (Joukan),古传降灵术百物语 - 恐怖故事
Koden Koureijutsu - Hyaku Monogatari - Honto ni Atta Kowai Hanashi (Japan) (Disc 2) (Gekan),古传降灵术百物语 - 恐怖故事
Enemy Zero (Japan) (Disc 0) (Opening Disc) (Satakore),异灵
Enemy Zero (Japan) (Disc 1) (Game Disc) (Satakore),异灵
Enemy Zero (Japan) (Disc 2) (Game Disc) (Satakore),异灵
Enemy Zero (Japan) (Disc 3) (Game Disc) (Satakore),异灵
Hyper 3D Pinball (Japan),超级3D弹珠台
Ginga Eiyuu Densetsu (Japan),银河英雄传说
Ginga Eiyuu Densetsu Plus (Japan),银河英雄传说 加强版
Courier Crisis - The Saga of the Modern Fatalist (USA),危机制造者 - 现代宿命论者的传奇
D-Xhird (Japan) (1M),恶神传
D-Xhird (Japan) (2M),恶神传
Criticom - The Critical Combat (Japan),临界战斗
Grid Runner (Japan),网栅
Tetris S (Japan),俄罗斯方块 S
Tetris S (Japan) (Rev A),俄罗斯方块 S
BrainDead 13 (Japan),新空房禁地 13
Worms (Japan),百战天虫
Chaos Control (Japan),混沌控制
Chaos Control Remix (Japan),混沌控制 - REMIX
Strahl - Himerareshi Nanatsu no Hikari (Japan),钢铁要塞秘之光
RoX - 6 = Six (Japan),RoX6 - 骰子方块
Puzzle Bobble 2X (Japan) (2M2),泡泡龙 2X
"Star Bowling, The (Japan) (Disc 1)",明星保龄球
"Star Bowling, The (Japan) (Disc 2)",明星保龄球
"Star Bowling Vol. 2, The (Japan) (Disc 1)",明星保龄球 2
"Star Bowling Vol. 2, The (Japan) (Disc 2)",明星保龄球 2
Falcom Classics (Japan) (Disc 2) (Special CD),Falcom经典怀旧合集
Blood Factory (Japan),血腥工厂
Houkago Ren'ai Club - Koi no Etude (Japan) (Disc 1),放课后恋爱俱乐部 - 恋爱练习曲
Houkago Ren'ai Club - Koi no Etude (Japan) (Disc 2),放课后恋爱俱乐部 - 恋爱练习曲
Tokimeki Memorial Drama Series Vol. 2 - Irodori no Love Song (Japan) (Disc 1) (2M),心跳回忆外传 - 彩之爱歌
Tokimeki Memorial Drama Series Vol. 2 - Irodori no Love Song (Japan) (Disc 2) (2M),心跳回忆外传 - 彩之爱歌
Tokimeki Memorial Drama Series Vol. 3 - Tabidachi no Uta (Japan) (Disc 1),心跳回忆外传 - 旅立之诗
Tokimeki Memorial Drama Series Vol. 3 - Tabidachi no Uta (Japan) (Disc 2),心跳回忆外传 - 旅立之诗
Minakata Hakudou Toujou (Japan) (Disc 1) (2M),南方珀堂登场
Minakata Hakudou Toujou (Japan) (Disc 2),南方珀堂登场
Zork I - The Great Underground Empire (Japan),大魔域 I - 伟大的地下帝国
Return to Zork (Japan) (1M),回归大魔域
Return to Zork (Japan) (Rev A) (10M),回归大魔域
Taiheiyou no Arashi 2 - Shippuu no Moudou (Japan),太平洋之岚 2
Taiheiyou no Arashi 2 - 3D Heiki Data-shuu (Japan),
Tokimeki Memorial - Forever with You (Japan) (2M),心跳回忆 - 永远属于你
Panic-chan (Japan) (Rev A) (10M),潘神迷宫
PhantasM (Japan) (Disc 1),幽灵
PhantasM (Japan) (Disc 2),幽灵
PhantasM (Japan) (Disc 3) (2M),幽灵
PhantasM (Japan) (Disc 4),幽灵
PhantasM (Japan) (Disc 5),幽灵
PhantasM (Japan) (Disc 6) (4M),幽灵
PhantasM (Japan) (Disc 6) (5M),幽灵
PhantasM (Japan) (Disc 7),幽灵
PhantasM (Japan) (Disc 8),幽灵
Pad Nifty (Japan),
SegaSaturn Internet Vol. 1 (Japan),
Saturn Bomberman (Japan) (SegaNet),土星炸弹人
Puzzle Bobble 3 for SegaNet (Japan),泡泡通 2 世嘉网络版
Dennou Senki - Virtual On - Cyber Troopers for SegaNet (Japan),电脑战机 世嘉网络版
Can Can Bunny Premiere (Japan) (1M),首映日
Can Can Bunny Premiere 2 (Japan) (Disc 1),首映日 2
Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar),首映日 2
Can Can Bunny Extra (Japan),首映日 EX
Mahjong Gakuensai (Japan),麻雀学园祭
Mahjong Gakuensai (Japan) (Disc 1) (Shokai Genteiban),麻雀学园祭
Mahjong Gakuensai (Japan) (Disc 2) (Seiyuu Interview Hi CD) (Shokai Genteiban),麻雀学园祭
Mahjong Gakuensai DX - Zenjitsu ni Matsuwaru Funsenki (Japan),麻雀学园祭 DX - 前一天的奋斗记
Super Real Mahjong P.V (Japan) (2M),超真实麻将 P5
Super Real Mahjong PVI (Japan) (P's Club Special Edition),超真实麻将 P6
Super Real Mahjong P7 (Japan) (P's Club Special Edition),超真实麻将 P7
Super Real Mahjong Graffiti (Japan) (P's Club Special Edition) (2M),超真实麻将 经典合集
Real Mahjong Adventure Umi e - Summer Waltz (Japan) (P's Club Genteiban),真实麻将冒险 - 夏日华尔茨
Burning Rangers (Japan) (Demo),救火奇兵
Solo Crisis (Japan) (Demo),魔物危机
Mr. Bones (Japan) (Demo),骨头先生
Roommate - Inoue Ryouko (Japan),室友 - 井上凉子
Roommate 3 - Ryouko Kaze no Kagayaku Asa ni (Japan),井上凉子 3 - 风的早晨
Roommate W - Futari (Japan) (Disc 1),室友 W - 两个人
Roommate W - Futari (Japan) (Disc 2),室友 W - 两个人
Ryouko no Oshaberi Room (Japan),井上凉子联动资料集
Casper (Japan),鬼马小精灵
Shougi Matsuri (Japan),将棋祭典
Fushigi no Kuni no Angelique (Japan),安琪莉可女王
"Psychotron, The (Japan)",精神武器
Magic Carpet (USA),魔毯
Ooedo Renaissance (Japan),大江户复兴
Advanced World War - Sennen Teikoku no Koubou - Last of the Millennium (Japan) (Rev B) (22M),高级大战略 - 千年帝国的兴亡
Go III Professional - Taikyoku Igo (Japan),专业对局围棋
"Sega Worldwide Soccer '98 - Club Edition (Europe) (En,Fr,Es) (Rev B)",世嘉世界联赛足球 '98 俱乐部版
Tempest 2000 (Europe),暴风雨 2000
Dragon's Dream (Japan),龙之梦
BlackFire (Europe),黑火
Crusader - No Remorse (Europe),十字军
"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv)",FIFA - 世界杯之路 98
"Loaded (Europe) (En,Fr,De)",装载
NHL 97 (Europe),NHL冰球 97
PGA Tour 97 (Europe),PGA巡回赛 97
Shellshock (Europe),弹震症
World League Soccer '98 (Europe),世界联盟足球 '98
World Cup Golf - Professional Edition (Europe) (3S),高尔夫世界杯 专业版
"Amok (Europe) (En,Fr,De,Es,It,Nl)",杀人狂
Steep Slope Sliders (Europe),速降滑雪
"Mansion of Hidden Souls, The (Europe) (4S)",梦见馆物语
Crypt Killer (Europe) (R),妖霸天下
Pro-Pinball - The Web (Europe),专业弹珠台 - 网络
Blam! Machinehead (Europe),机械首脑
"Crow, The - City of Angels (Europe)",乌鸦 2 - 天使之城
Blazing Dragons (Europe),雷龙
Titan Wars (Europe),泰坦战争
Impact Racing (Europe),碰撞赛车
"Horde, The (Europe)",部落
Rampage - World Tour (Europe),狂暴大破坏 - 世界之旅
Arcade's Greatest Hits - The Atari Collection 1 (Europe),街机Hits - 雅达利收藏 1
NBA Action 98 (Europe),NBA动作赛 98
Virtua Cop (Europe),VR战警
D (Europe) (Disc 1),D之食卓
D (Europe) (Disc 2),D之食卓
Iron Man & X-O Manowar in Heavy Metal (Europe),钢铁侠 - 重金属之战
WWF WrestleMania - The Arcade Game (Europe),美国职业摔交联盟 - 街机游戏
Highway 2000 (Europe),公路 2000
Swagman (Europe) (Demo),梦魔
Frankenstein - Through the Eyes of the Monster (Europe),弗兰肯斯坦 - 透过怪物的眼睛
Galaxy Fight (Europe),银河快打
Mr. Bones (Europe) (Disc 1),骨头先生
Mr. Bones (Europe) (Disc 2),骨头先生
Revolution X - Music Is the Weapon (Europe),革命 X - 音乐就是武器
Riven - The Sequel to Myst (Europe) (Disc 1),神秘岛 2
Riven - The Sequel to Myst (Europe) (Disc 2),神秘岛 2
Riven - The Sequel to Myst (Europe) (Disc 3),神秘岛 2
Riven - The Sequel to Myst (Europe) (Disc 4),神秘岛 2
Street Fighter Collection (Europe) (Disc 1) (R),街头霸王合集
Street Fighter Collection (Europe) (Disc 2) (R),街头霸王合集
"Alien Trilogy (Europe) (En,Fr,Es,It) (7S)",异形三部曲
Derby Analyst (Japan),
Fishing Koushien II (Japan),钓鱼甲子园 2
"Hyper Golf, The - Devil's Course (Japan)",魔鬼高尔夫球场
Isto E Zico - Zico no Kangaeru Soccer (Japan),济科的足球哲学
Kiss yori... (Japan),从吻开始
Jissen! Pachi-Slot Hisshou-hou! 4 (Japan),实战柏青哥必胜法 4
Derby Stallion (Japan),德比赛马
Mainichi Kawaru Quiz Bangumi - Quiz 365 (Japan),每日问答 365
Mario Mushano no Chou Shougi Juku - Mario Mushano's Hyper Shogi School (Japan),武者野的超将棋学校
NFL Quarterback Club '96 (Japan),NFL四分卫俱乐部 '96
Okudera Yasuhiko no Sekai o Mezase! Soccer Kids - Nyuumon-hen (Japan),
Pachinko Hall - Shinsou Daikaiten (Japan),柏青哥新装大开店
"Seikai Risshiden - Yoi Kuni, Yoi Seiji (Japan)",政界立志传 - 良国政治
Sentimental Graffiti - First Window (Japan),青涩宝贝 - 第一部
"Striker 96 (Japan) (En,Fr,De,Es,It)",射手 96
Yoshimoto Mahjong Club (Japan),彩京麻将俱乐部
Virtual Kyoutei (Japan),VR赛艇
Shin Kaitei Gunkan - Koutetsu no Kodoku (Japan),新海底军舰 - 钢铁之孤独
Senryaku Shougi (Japan),战略将棋
Suikoden - Tenmei no Chikai (Japan) (2M),水浒传 - 天命之誓
Suikoden - Tendou Hyaku Hachi-sei (Japan),水浒传 - 天导108星
Game no Tatsujin (Japan) (4M),游戏达人
Game no Tatsujin 2 (Japan),游戏达人 2
Gekka no Kishi - Ouryuu-sen (Japan),月下的棋士 - 王龙战
Blue Seed - Kushinada Hirokuden (Japan),碧奇魂 - 奇稻田密录传
Eternal Melody (Japan),永恒的旋律
Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 1),
Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 2),
Eberouge (Japan) (Disc 1) (1M),恋爱物语
Eberouge (Japan) (Disc 2),恋爱物语
Maximum Force (Europe),铁面悍将
Virtua Fighter (Europe) (Made in EU),VR战士
BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 1),归来的盖那 - 苏醒勇者列传 觉醒篇 - 盖那转生
BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 2),归来的盖那 - 苏醒勇者列传 觉醒篇 - 盖那转生
DeJig - Tin Toy (Japan),锡铁小兵拼图
DeJig - Aqua World (Japan),锡铁小兵 - 海洋世界
DeJig - Lassen - Art Collection (Japan),锡铁小兵 - LASSEN 艺术收藏版
DeJig - McKnight - Art Collection (Japan),锡铁小兵 - McKnight 艺术收藏版
Cyberia (Japan),生化悍将
Gakkou no Kowai Uwasa - Hanako-san ga Kita!! (Japan),学校花子物语
Daibouken - Great Adventure - St. Elmos no Kiseki (Japan),大冒险 - 圣埃尔莫斯的奇迹
Gekitotsu Koushien (Japan),激突甲子园
Jikkyou Powerful Pro Yakyuu S (Japan),实况力量职业棒球 S
Moero!! Pro Yakyuu '95 - Double Header (Japan),燃烧吧职业棒球 '95 - 双头球
NFL Quarterback Club 97 (Europe),NFL四分位橄榄球俱乐部 97
Nihon Pro Mahjong Renmei Kounin - Doujou Yaburi (Japan),日本专业麻雀连盟公认 - 道场挑战
Pup-Breeder (Japan),布里德
Thunder Force Gold Pack 2 (Japan) (Rev A),雷鸟黄金包 2
PictFlash Don Don (Japan),
Jissen Mahjong (Japan),实战麻将
Tadaima Wakusei Kaitaku-chuu! (Japan),我回来啦 - 外星开发中
Hop Step Idol (Japan),舞动的偶像
Tenant Wars (Japan),房客战争
Cubic Gallery - Edy & Disy (Japan),
Japan Super Bass Classic '96 (Japan),日本超经典钓鲈 '96
Matsukata Hiroki no World Fishing (Japan),松方弘树的超级钓鱼
Hideo Nomo World Series Baseball (Japan),野茂英雄棒球
NHL Powerplay '96 (Japan),NHL冰球强力赛 '96
Virtual Open Tennis (Japan),虚拟开幕网球
TurfWind '96 - Take Yutaka Kyousouba Ikusei Game (Japan),武丰赛马养成 '96
Yuushun - Classic Road (Japan),优骏 - 古典之路
Shunsai (Japan),骏才
Winning Post 3 (Japan) (3M),赛马大亨 3
Winning Post 3 - Program '98 (Japan),赛马大亨 3 '98
Victory Boxing (Europe) (Demo),胜利拳击
Waialae no Kiseki - Extra 36 Holes (Japan),瓦乐奇迹高尔夫
Shichuu Suimei Pitagraph (Japan) (2M),四柱推命 PITAGRAPH
Solo Crisis (Japan) (2M),魔物危机
Roommate - Ryouko in Summer Vacation (Japan) (2M),室友 - 凉子的暑假
Ultraman Zukan 3 (Japan),
Private Idol Disc - Data-hen - Race Queen F (Japan),
Private Idol Disc - Data-hen - Race Queen G (Japan),
Private Idol Disc - Tokubetsu-hen - Can Gal '97 (Japan),
Nightruth - Explanation of the Paranormal 01 - Yami no Tobira (Japan) (2M),夜之真实 超自然体验 01 - 黑暗之门
Nightruth - Explanation of the Paranormal - Maria (Japan),夜之真实 超自然体验 - 玛丽亚
Nightruth - Explanation of the Paranormal - Futatsu dake no Shinjitsu (Japan),夜之真实 超自然体验 - 两个真相
Nightruth - Explanation of the Paranormal - Nightruth Voice Selection - Radio Drama-hen (Japan) (2M),夜之真实 超自然体验 - 夜之真实声音精选 广播剧篇
Tech Saturn Tsuushin - Autumn 1995 - Special CD-ROM (Japan),
Tech Saturn Tsuushin - Winter 1995 - Taikenban & Demo-ban ga Tenkomori! (Japan),
Tech Saturn May.1997 (Japan),
Saturn Super Vol. 1 (Japan) (6M),
Saturn Super Vol. 2 (Japan) (1M),
Saturn Super Vol. 3 (Japan) (Rev A) (3M),
SatMag Sono CD (Japan),
Saturn CG Selection Vol. 1 (Japan) (Rev A),
Disc Station Bessatsu - I Miss You. Tanaka Katsumi (Japan) (1M),
Virtua Fighter CG Portrait Series Vol. 4 - Pai Chan (Japan) (3M),
Virtua Fighter CG Portrait Series Vol. 1 - Sarah Bryant (Japan) (1M),
Virtua Fighter CG Portrait Series Vol. 2 - Jacky Bryant (Japan),
Virtua Fighter CG Portrait Series Vol. 3 - Akira Yuki (Japan) (2M),
Virtua Fighter CG Portrait Series Vol. 5 - Wolf Hawkfield (Japan),
Virtua Fighter CG Portrait Series Vol. 6 - Lau Chan (Japan) (4M),
Virtua Fighter CG Portrait Series Vol. 7 - Shun Di (Japan) (2M),
Virtua Fighter CG Portrait Series Vol. 8 - Lion Rafale (Japan) (2M),
Virtua Fighter CG Portrait Series Vol. 9 - Kage Maru (Japan) (2M),
Virtua Fighter CG Portrait Series Vol. 10 - Jeffry McWild (Japan) (4M),
Virtua Fighter CG Portrait Series - The Final - Dural (Japan),
Virtua Fighter CG Portrait Collection (Japan),
Deep Fear (Japan) (Demo),深海恐惧
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (2M),快餐店之恋 2
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (4M),快餐店之恋 2
Pia Carrot e Youkoso!! 2 (Japan) (Disc 2) (Special Disc) (1M),快餐店之恋 2
Pia Carrot e Youkoso!! 2 (Japan) (Disc 2) (Special Disc) (2M),快餐店之恋 2
Hissatsu Pachinko Collection (Japan),必杀柏青哥合集
Hissatsu Pachinko Collection (Japan) (Rev A),必杀柏青哥合集
Madden NFL 98 (Europe),麦登橄榄球 98
Omakase! Savers (Japan),退魔业
Hyper Securities S (Japan),心跳股票 S
Ginga Ojousama Densetsu Yuna 3 - Lightning Angel (Japan),银河大小姐传说 3 - 闪电天使
Tama - Adventurous Ball in Giddy Labyrinth (Japan),滚球迷宫冒险
Nile-gawa no Yoake (Japan) (Rev A),尼罗河的黎明
Quantum Gate I - Akumu no Joshou (Japan),量子之门 - 恶梦的序章
Ruriiro no Yuki (Japan),琉璃色的雪
Friends - Seishun no Kagayaki (Japan) (Disc 1) (Game Disc),青春的光辉
Friends - Seishun no Kagayaki (Japan) (Disc 2) (Special Disc),青春的光辉
Bootleg Sampler (Europe) (Made in USA),
Heartbeat Scramble (Japan),心跳回忆 真人版
Pro Mahjong Kiwame-S (Japan),职业麻将 极 S
Pro Mahjong Kiwame-S (Japan) (Rev A),职业麻将 极 S
Honkaku Pro Mahjong - Tetsuman Special (Japan),本格职业麻将 彻万特别版
Noel 3 - Not Digital (Japan) (Disc 1),恋爱热线 - 并非数码
Noel 3 - Not Digital (Japan) (Disc 2),恋爱热线 - 并非数码
Noel 3 - Not Digital (Japan) (Disc 3),恋爱热线 - 并非数码
Fist (Japan),FIST格斗
Super Tempo (Japan),超级节拍
Teitoku no Ketsudan III with Power-Up Kit (Japan),提督的决断 3 威力加强版
Playboy - Karaoke Collection Volume 1 (Japan),
Motteke Tamago with Ganbare! Kamonohashi (Japan),蛋蛋乐
Wolf Fang SS - Kuuga 2001 (Japan),空牙 2001
"Swagman (Europe) (En,Fr,De)",梦魔
Message Navi (Japan),讯息导航
