Name EN,Name CN
Beetlejuice (USA),阴间大法师
Best Keiba - Derby Stallion (Japan),德贝赛马
Best Keiba - Derby Stallion (Japan) (Rev 1),德贝赛马
Best of the Best - Championship Karate (Europe),精英份子 - 自由搏击冠军赛
Best of the Best - Championship Karate (USA),精英份子 - 自由搏击冠军赛
Best Play Pro Yakyuu (Japan),最佳职业棒球
Best Play Pro Yakyuu (Japan) (Rev 1),最佳职业棒球
Best Play Pro Yakyuu '90 (Japan),最佳职业棒球 '90
Best Play Pro Yakyuu II (Japan),最佳职业棒球 2
Best Play Pro Yakyuu Special (Japan),最佳职业棒球特别篇
Bible Adventures (USA) (Unl),圣经大冒险
Bible Adventures (USA) (v1.1) (Unl),圣经大冒险
Bible Adventures (USA) (v1.2) (Unl),圣经大冒险
Bible Adventures (USA) (v1.3) (Unl),圣经大冒险
Bible Adventures (USA) (v1.4) (Unl),圣经大冒险
Bible Buffet (USA) (v6.0) (Unl),毕柏自助餐
Big Nose and the Witchdoctor (USA) (Beta) (Unl),大鼻子原始人 II
Big Nose Freaks Out (USA) (Unl),大鼻子原始人 II
Big Nose the Caveman (USA) (Unl),大鼻子原始人
Bigfoot (Europe),大轮赛车
Bigfoot (USA),大轮赛车
Bikkuri Nekketsu Shin Kiroku! - Harukanaru Kin Medal (Japan),热血新记录
Bikkuriman World - Gekitou Sei Senshi (Japan),激斗圣战士
Bill & Ted's Excellent Video Game Adventure (USA),阿比阿弟的冒险
Bill Elliott's NASCAR Challenge (USA),比尔埃略特之云斯顿赛车锦标赛
Binary Land (Japan) (En),企鹅世界
Bio Miracle Bokutte Upa (Japan) (En),超级宝宝乌帕
Bio Senshi Dan - Increaser Tono Tatakai (Japan),生化战士 DAN
Bionic Commando (Europe),希特勒复活
Bionic Commando (USA),希特勒复活
Bird Week (Japan) (En),鸟的传说
"Black Bass II, The (Japan)",黑巴斯 2
"Black Bass, The (USA)",黑巴斯
"Black Bass, The (Japan)",黑巴斯
Blackjack (USA) (Unl),黑杰克
Blades of Steel (Europe),钢刀曲棍球
Blades of Steel (USA),钢刀曲棍球
Blaster Master (Europe),超惑星战记
Blaster Master (USA),超惑星战记
Blaster Master (USA) (Beta),超惑星战记
Blodia Land - Puzzle Quest (Japan) (En),方块世界
Bloody Warriors - Shan-Go no Gyakushuu (Japan),血腥战士
"Blue Marlin, The (Japan)",蓝色马林鱼
"Blue Marlin, The (USA)",蓝色马林鱼
Blue Shadow (Europe),赤影战士
"Blues Brothers, The (Europe)",布鲁斯兄弟
"Blues Brothers, The (USA)",布鲁斯兄弟
Bo Jackson Baseball (USA),波杰克森棒球
Bokosuka Wars (Japan) (En),武士救美
Bomber King (Japan) (En),炸弹之王
Bomberman (Japan) (En),轰炸超人
Bomberman (USA),轰炸超人
Bomberman II (Japan) (En),轰炸超人 2
Bomberman II (USA),轰炸超人 2
Bonk's Adventure (USA),FC原人
Booby Kids (Japan) (En),时空小子
Boulder Dash (Europe),推石小子
Boulder Dash (Japan) (En),推石小子
Boulder Dash (USA),推石小子
Bram Stoker's Dracula (Europe),吸血鬼德古拉
Bram Stoker's Dracula (USA),吸血鬼德古拉
Break Time - The National Pool Tour (USA),休闲时间 - 全国撞球巡回赛
BreakThru (USA),越野战车
Brush Roller (Taiwan) (En) (Unl),刷子与滚筒
Bubble Bath Babes (USA) (Unl),美女气泡方块
Bubble Bobble (Europe),泡泡龙
Bubble Bobble (USA),泡泡龙
Bubble Bobble 2 (Japan) (En),泡泡龙 2
Bubble Bobble Part 2 (USA),泡泡龙 2
Bucky O'Hare (Europe),月球英雄
Bucky O'Hare (Japan),月球英雄
Bucky O'Hare (USA),月球英雄
Buggy Popper (Japan) (En),碰碰飞车
Bugs Bunny Birthday Bash (USA) (Beta),兔八哥生日派对
"Bugs Bunny Birthday Blowout, The (USA)",兔八哥 - 生日盛宴
"Bugs Bunny Blowout, The (Europe)",兔八哥 - 生日盛宴
"Bugs Bunny Crazy Castle, The (USA)",兔八哥 - 疯狂城堡
Bugs Bunny Fun House (USA) (Beta),邦尼兔 - 趣味屋
Bump 'n' Jump (USA),碰碰飞车
Burai Fighter (Europe),无赖战士
Burai Fighter (Japan) (En),无赖战士
Burai Fighter (USA),无赖战士
BurgerTime (Japan) (En),汉堡世界
BurgerTime (USA),汉堡世界
Business Wars (Japan),商场战争
Buzz & Waldog (USA) (Proto 2) (Unl),巴治与沃尔多
Cabal (USA),勇士们
Cadillac (Japan),名车扑克
Caesars Palace (USA),凯萨宫大饭店
California Games (Europe),加州运动会
California Games (USA),加州运动会
California Raisins - The Grape Escape (USA) (Proto 2),加州葡萄干葡萄脱逃记
California Raisins - The Grape Escape (USA) (Proto 1),加州葡萄干葡萄脱逃记
Caltron - 6 in 1 (USA) (Unl),卡特隆合卡 - 6合1
Capcom Barcelona '92 (Japan),卡普空巴塞隆纳运动会 '92
Capcom's Gold Medal Challenge '92 (Europe),卡普空的金牌挑战 '92
Capcom's Gold Medal Challenge '92 (USA),卡普空的金牌挑战 '92
Captain America and the Avengers (Australia),美国队长与复仇者
Captain America and the Avengers (USA),美国队长与复仇者
"Captain Comic - The Adventure (USA, Brazil) (En) (Unl)",滑稽队长大冒险
Captain ED (Japan),艾德上尉
Captain Planet and the Planeteers (Europe),星球拯救队
Captain Planet and the Planeteers (USA),星球拯救队
Captain Saver (Japan),刀锋斗士 2
Captain Silver (Japan),锡鲁巴船长
Captain Skyhawk (Europe),天鹰计划
Captain Skyhawk (USA),天鹰计划
Captain Skyhawk (USA) (Rev 1),天鹰计划
Captain Tsubasa (Japan),天使之翼
Captain Tsubasa II - Super Striker (Japan),天使之翼 2
Casino Derby (Japan),竞马赛场
Casino Kid (USA),赌城小子
Casino Kid II (USA),赌城小子 2
Castelian (Europe),城堡猪
Castelian (USA),城堡猪
Castle Excellent (Japan) (En),精致之城
Castle of Deceit (USA) (Unl),谎言之城
Castle of Dragon (USA),龙之军团
Castle Quest (Japan),奇幻大冒险
Castlequest (USA),精致之城
Castlevania (Europe),恶魔城
Castlevania (USA),恶魔城
Castlevania (USA) (Rev 1),恶魔城
Castlevania II - Simon's Quest (Europe),恶魔城 2 - 西蒙的探险
Castlevania II - Simon's Quest (USA),恶魔城 2 - 西蒙的探险
Castlevania III - Dracula's Curse (Europe),恶魔城 3 - 德古拉的诅咒
Castlevania III - Dracula's Curse (USA),恶魔城 3 - 德古拉的诅咒
Cat Ninden Teyandee (Japan),猫党忍者传
Caveman Games (USA),原始人运动会
Chack'n Pop (Japan) (En),拯救爱心
Challenge of the Dragon (Asia) (En) (Sachen) (Unl),巨龙之挑战
Challenge of the Dragon (USA) (Color Dreams) (Unl),巨龙之挑战
Challenger (Japan) (En),列车寻宝
Championship Bowling (Japan) (En),保龄球锦标赛
Championship Bowling (USA),保龄球锦标赛
Championship Lode Runner (Japan) (En),金牌掏金者
Championship Pool (USA),撞球锦标赛
Championship Rally (Europe),火爆越野赛车 - 世界越野赛车锦标赛
Chaos World (Japan),邪恶世界
Cheetahmen II (USA) (Unl),豹人 II
Chess Academy (Taiwan) (En) (Unl),象棋学园
"Chessmaster, The (Europe)",西洋棋大师
"Chessmaster, The (USA)",西洋棋大师
Chester Field - Ankoku Shin e no Chousen (Japan),切斯特大陆 - 暗黑之挑战
Chester Field - Ankoku Shin e no Chousen (Japan) (Beta),切斯特大陆 - 暗黑之挑战
"Chevaliers du Zodiaque, Les - La Legende d'Or (France)",圣斗士星矢 - 黄金传说
Chibi Maruko-chan - Uki Uki Shopping (Japan),樱桃小丸子
Chiisana Obake - Acchi Socchi Kocchi (Japan) (En),精灵小子
Chiki Chiki Machine Mou Race (Japan),顽皮狗
Chiller (Australia) (Unl),恐布世界
Chiller (USA) (Unl),恐布世界
Chinese Checkers (Taiwan) (En) (Unl),中国跳棋
Chinese Checkers (Asia) (En) (Unl),中国跳棋
Chinese KungFu - Shaolin Warrior (Taiwan) (Unl),中国功夫 - 少林战士
Chip 'n Dale - Rescue Rangers (Europe),松鼠大作战
Chip 'n Dale - Rescue Rangers (USA),松鼠大作战
Chip 'n Dale - Rescue Rangers 2 (Europe),松鼠大作战 2
Chip 'n Dale - Rescue Rangers 2 (USA),松鼠大作战 2
Chip 'n Dale - Rescue Rangers 2 (USA) (Beta),松鼠大作战 2
Chip to Dale no Daisakusen (Japan),松鼠大作战
Chip to Dale no Daisakusen 2 (Japan),松鼠大作战 2
Chitei Senkuu Vazolder (Japan),地底大作战
Chiyonofuji no Ooichou (Japan),千代富士 - 大银杏相扑
Choplifter (Japan) (En),救援直升机
Chou Fuyuu Yousai - Exed Exes (Japan) (En),超浮游要塞
Chou-Wakusei Senki - MetaFight (Japan) (En),超惑星战记
Choujikuu Yousai - Macross (Japan) (En),超时空要塞
Choujin - Ultra Baseball (Japan),超人棒球
Choujin Sentai - Jetman (Japan) (En),鸟人战队
Choujinrou Senki - Warwolf (Japan),超人狼战记
Chubby Cherub (USA),胖天使
Chuugoku Janshi Story - Tonfuu (Japan),中国雀士故事 - 东风
Chuugoku Senseijutsu (Japan),中国占星术
Chuuka Taisen (Japan),中华大仙
Circus Caper (USA),马戏团大冒险
Circus Charlie (Japan) (En),马戏团
City Adventure Touch - Mystery of Triangle (Japan),邻家女孩 - 奇妙的三角关系
City Connection (Europe),碰碰车
City Connection (Japan) (En),碰碰车
City Connection (USA),碰碰车
Clash at Demonhead (USA),电击超人
Classic Concentration (USA),集中力竞赛秀
Cliffhanger (USA),巅峰战士
Clu Clu Land (World),可鲁冒险世界
Cobra Command (Japan),眼镜蛇指挥官
Cobra Command (USA),眼镜蛇指挥官
Cobra Mission (Taiwan) (En) (Unl),眼镜蛇任务
Cobra Triangle (Europe),眼镜蛇快艇
Cobra Triangle (USA),眼镜蛇快艇
Cocoron (Japan),可可龙世界
Code Name - Viper (USA),人间兵器 - 死亡之狐
Color a Dinosaur (USA),恐龙着色家
Colorful Dragon (Taiwan) (En) (Unl),变色龙
Columbus - Ougon no Yoake (Japan),哥伦布传
Commando (USA),战埸之狼
Conan (USA),王者之剑
Conflict (Japan),三军大作战
Conflict (USA),三军大作战
Conquest of the Crystal Palace (USA),魔天童子
Contra (USA),魂斗罗
Contra (Japan),魂斗罗
Contra Force (USA),魂斗罗 - 武装部队
Cool World (USA),美女闯天关
Corre Benny (Spain) (En) (Unl),科雷本尼
Corvette ZR-1 Challenge (Europe),美国大赛车
Cosmic Epsilon (Japan) (Famicom 3D System),太空立体大作战
"Cosmic Spacehead (Europe) (En,Fr,De,Es) (Unl)",宇宙圣战
Cosmic Wars (Japan),宇宙模拟战
Cosmo Genesis (Japan),宇宙创世纪
Cosmo Police Galivan (Japan),宇宙刑警
Cosmos Cop (Taiwan) (En) (Unl),宇宙警察
Cowboy Kid (USA),西部小子
Crackout (Europe),爆裂砖块
Crackout (USA) (Proto) (PAL),爆裂砖块
Crash 'n' the Boys - Street Challenge (USA),热血新纪录
Crayon Shin-chan - Ora to Poi Poi (Japan),蜡笔小新
Crayon Shin-chan - Ora to Poi Poi (Japan) (Datach),蜡笔小新
Crazy Climber (Japan) (En),疯狂爬梯者
Creatom (Spain) (En) (Unl),创世
Crime Busters (Brazil) (En) (Unl),罪犯克星
Crisis Force (Japan) (En),帝国战机
CrossFire (Japan) (En),穿越火线
CrossFire (USA) (Proto),穿越火线
Crystal Mines (USA) (Unl),水晶矿坑
Crystalis (USA),天神之剑
Crystalis (USA) (Beta),天神之剑
Cyber Stadium Series - Base Wars (USA),网络体育场系列 - 基地战争
Cyberball (USA),机器人橄榄球大赛
Cybernoid - The Fighting Machine (USA),战斗机器
Cycle Race - Road Man (Japan) (En),单车王
Dai-2-ji Super Robot Taisen (Japan),第二次超级机器人大战
Daikaijuu Deburas (Japan),大怪兽 - 迪普拉斯
Daikoukai Jidai (Japan),大航海时代
Daiku no Gen-san (Japan),大力工头阿源君
Daiku no Gen-san 2 - Akage no Dan no Gyakushuu (Japan),大力工头阿源君 2
Daisenryaku (Japan),大战略
Daiva - Imperial of Nirsartia (Japan),超人迪瓦
Dance Aerobics (USA),任天堂跳跳板 - 韵律体操
Dancing Blocks (Taiwan) (En) (Unl),跳舞方块
Danny Sullivan's Indy Heat (Europe),丹尼苏利凡之印地赛车
Danny Sullivan's Indy Heat (USA),丹尼苏利凡之印地赛车
Dark Lord (Japan),黑暗之王
Darkman (Europe),变形黑侠
Darkman (USA),变形黑侠
Darkwing Duck (Europe),达克鸭历险记
Darkwing Duck (Germany),达克鸭历险记
Darkwing Duck (USA),达克鸭历险记
Darkwing Duck (USA) (Beta),达克鸭历险记
Dash Galaxy in the Alien Asylum (USA),异形养殖场
Dash Yarou (Japan) (En),冲刺野郎
Datsugoku (Japan),脱狱
David Crane's A Boy and His Blob - Trouble on Blobolonia (Europe),男孩与泡泡怪
David Crane's A Boy and His Blob - Trouble on Blobolonia (Europe) (Rev 1),男孩与泡泡怪
David Crane's A Boy and His Blob - Trouble on Blobolonia (USA),男孩与泡泡怪
Day Dreamin' Davey (USA),大卫之幻想历险记
Days of Thunder (Europe),雷霆壮志
Days of Thunder (USA),雷霆壮志
De-Block (Japan),太空方块
Deadly Towers (USA),魔钟
Death Race (USA) (Unl),死亡竞赛
Deathbots (USA) (Unl),死亡机器
Deathbots (USA) (Rev 1) (Unl),死亡机器
Decathlon (Taiwan) (En) (Unl),十项全能
Deep Dungeon III - Yuushi e no Tabi (Japan),深入地底 3 - 勇者之旅
Deep Dungeon IV - Kuro no Youjutsushi (Japan),深入地底 4 - 黑之妖术师
Defender II (USA),毁灭入侵者 2
Defender of the Crown (Europe),保皇骑士
Defender of the Crown (France),保皇骑士
Defender of the Crown (USA),保皇骑士
Defenders of Dynatron City (USA),城市保卫战
Deja Vu (Sweden),似曾相似
Deja Vu (USA),似曾相似
Deja Vu - A Nightmare Comes True!! (Japan),似曾相识 - 噩梦成真
Demon Sword (USA),恶魔之剑
Dengeki - Big Bang! (Japan),电击超人
Densetsu no Kishi - Elrond (Japan),巫师与战士
Derby Stallion - Zenkoku Ban (Japan),德贝赛马 全国版
Desert Commander (USA),沙漠之狐
Destination Earthstar (USA),行星争霸战
Destiny of an Emperor (USA),吞食天地
Devil Man (Japan),恶魔人
Devil World (Europe),恶魔世界
Devil World (Japan),恶魔世界
Devil World (Japan) (Rev 1),恶魔世界
Dick Tracy (USA),至尊神探
Die Hard (Europe),终极警探
Die Hard (Japan),终极警探
Die Hard (USA),终极警探
Dig Dug (Japan) (En),打空气
Dig Dug II (Japan) (En),打空气 2
Dig Dug II - Trouble in Paradise (USA),打空气 2
Digger T. Rock - The Legend of the Lost City (Europe),挖矿工
Digger T. Rock - The Legend of the Lost City (USA),挖矿工
Digital Devil Story - Megami Tensei (Japan),女神转生
Digital Devil Story - Megami Tensei II (Japan),女神转生 2
Dirty Harry (USA),肮脏哈利
Dizzy the Adventurer (USA) (Aladdin Compact Cartridge) (Unl),迪兹蛋大冒险
Doki! Doki! Yuuenchi - Crazy Land Daisakusen (Japan) (En),游园地
Dokuganryuu Masamune (Japan),独眼龙政宗
Don Doko Don (Japan),木匠兄弟
Don Doko Don 2 (Japan),木匠兄弟 2
Donald Duck (Japan),唐老鸭运动会
Donald Land (Japan) (En),麦当劳世界
Dong Dongnao 1 (Taiwan) (En) (Unl),动动脑 1
Donkey Kong (Japan) (En),大金刚
Donkey Kong (World) (Rev 1),大金刚
Donkey Kong 3 (World),大金刚 3
"Donkey Kong Classics (USA, Europe)",大金刚典藏版
Donkey Kong Jr. (Japan) (En),大金刚 2 - 小金刚
Donkey Kong Jr. (World) (Rev 1),大金刚 2 - 小金刚
Donkey Kong Jr. + Jr. Lesson (Japan) (En),小金刚 + 数学练习
"Donkey Kong Jr. Math (USA, Europe)",小金刚算术
