Name EN,Name CN
1941 - Counter Attack (Japan),1941 - 反击战
Aldynes - The Misson Code for Rage Crisis (Japan) (En),霹雳风云
Battle Ace (Japan) (En),皇牌战机
Daimakaimura (Japan) (En),大魔界村
Madou King Granzort (Japan) (En),魔动王 - 光能使者
