Name EN,Name CN
Bugs Bunny et le Chateau des Catastrophes (France) (En),兔八哥 - 疯狂城堡 4
Bugs Bunny in - Crazy Castle 4 (Europe),兔八哥 - 疯狂城堡 4
Bugs Bunny in - Crazy Castle 4 (USA),兔八哥 - 疯狂城堡 4
Bundesliga Stars 2001 (Germany),联盟足球明星赛 2001
Burai Senshi Color (Japan),无赖战士
Burger Burger Pocket - Hamburger Simulation (Japan) (SGB Enhanced) (GB Compatible),汉堡王
Burger Paradise International (Japan),汉堡天堂
"Bust-A-Move 4 (USA, Europe) (GB Compatible)",泡泡龙方块 4
"Bust-A-Move Millennium (USA, Europe)",泡泡龙方块 千禧版
"Buzz Lightyear of Star Command (USA, Europe)",巴斯光年 - 星际使命
"Caesars Palace II (USA, Europe)",凯撒皇宫 2
Caise Gedou 24 in 1 Diannao Huamian Xuan Game (Taiwan) (Unl),
Caise Gedou 29 in 1 Diannao Huamian Xuan Game (Taiwan) (Unl),
"Cannon Fodder (Europe) (En,Fr,De,Es,It) (Beta)",炮灰
"Cannon Fodder (Europe) (En,Fr,De,Es,It)",炮灰
"Cannon Fodder (USA) (En,Fr,De,Es,It)",炮灰
Capcom Fight 2003 (Hong Kong) (En) (Unl),
Capcom vs SNK - Millennium Fight 2001 (Taiwan) (En) (Unl),
Captain Buzz Lightyear - Star Command (Germany),巴斯光年 - 星际使命
Card Sharks (USA) (Proto),
Cardcaptor Sakura - Itsumo Sakura-chan to Issho (Japan) (GB Compatible),魔卡少女樱 - 永远和樱酱在一起
Cardcaptor Sakura - Itsumo Sakura-chan to Issho (Japan) (Rev 1) (GB Compatible),魔卡少女樱 - 永远和樱酱在一起
Cardcaptor Sakura - Itsumo Sakura-chan to Issho (Japan) (Rev 2) (GB Compatible),魔卡少女樱 - 永远和樱酱在一起
Cardcaptor Sakura - Tomoeda Shougakkou Daiundoukai (Japan) (Rev 1) (Proto),魔卡少女樱 - 友枝小学校大运动会
Cardcaptor Sakura - Tomoeda Shougakkou Daiundoukai (Japan),魔卡少女樱 - 友枝小学校大运动会
"Carl Lewis Athletics 2000 (Europe) (En,Fr,De,Es,It,Nl)",路易士体育竞赛
"Carl Lewis Athletics 2000 (Europe) (En,Fr,De,Es,It,Nl) (Beta)",路易士体育竞赛
"Carmageddon - Carpocalypse Now (USA) (En,Es) (Beta)",狂飙飞车
Carmageddon - Carpocalypse Now (Germany),狂飙飞车
"Carmageddon - Carpocalypse Now (USA, Europe) (En,Fr,Es,It)",狂飙飞车
"Carmageddon TDR 2000 (Europe) (En,Fr,De,Es,It) (Proto)",
Carnivale (USA) (Proto),
"Carrera (Europe) (En,Fr,De) (Proto)",
Casper (USA) (Rev 1) (Proto),鬼马小精灵
"Casper (Europe) (En,Es,It)",鬼马小精灵
"Casper (Europe) (En,Fr,De)",鬼马小精灵
Casper (USA),鬼马小精灵
"Caterpillar Construction Zone (USA, Europe) (GB Compatible)",铲泥车
Catwoman (Europe),猫女
Catwoman (USA),猫女
Catwoman (Japan) (Proto),猫女
Catz (Europe),卡茨
Catz (USA),卡茨
"Centipede (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible)",杀虫战记
Centipede (USA) (GB Compatible),杀虫战记
CGB Test Cartridge (Japan) (En) [b],
"Championship Motocross 2001 featuring Ricky Carmichael (USA, Europe)",越野机车冠军赛 2001
Chao Jinhua - Shuma Baobei D-3 (Taiwan) (Unl),
Chao Jinhua - Shuma Baolong - Zuanshi Ban (Taiwan) (Unl),
Chaoji Gedou 2001 Alpha (Taiwan) (Unl),
Chaoji Jiqiren Dazhan X - Super Robot War X (Taiwan) (Unl),
Chaoji Jiqiren Dazhan X - Super Robot War X (Taiwan) (Unl) (Alt),
Chaoji Yinsu de Xiaozi II - Super Sonik II (Taiwan) (Unl),
Chaoren Tegong Dui (Taiwan) (Unl),
Chase H.Q. - Secret Police (Europe) (SGB Enhanced) (GB Compatible),追踪HQ
Chase H.Q. - Secret Police (USA) (SGB Enhanced) (GB Compatible),追踪HQ
"Checkmate (Japan) (En,Ja) (GB Compatible)",西洋棋王
Chee-Chai Alien (Japan) (Rumble Version),叱咤依林
"Chessmaster (USA, Europe) (GB Compatible)",决战西洋棋
Chi to Ase to Namida no Koukou Yakyuu (Japan),高中棒球
Chibi Maruko-chan - Go Chounai Minna de Game Da yo! (Japan),樱桃小丸子
"Chicken Run (USA, Europe) (En,Fr,De,Es,It)",小鸡快跑
Chiki Chiki Machine Mou Race (Japan),顽皮狗
Chongwu Xiao Jingling - Jiejin Ta Zhi Wang (Taiwan) (Unl),
Choro Q - Hyper Customable GB (Japan) (SGB Enhanced) (GB Compatible),可爱四驱车Q
Chuanshuo (Taiwan) (Unl),
Classic Bubble Bobble (Europe) (SGB Enhanced) (GB Compatible),泡泡龙
Classic Bubble Bobble (USA) (SGB Enhanced) (GB Compatible),泡泡龙
Colin McRae Rally (Europe),科林拉力赛
Columns GB - Tezuka Osamu Characters (Japan) (SGB Enhanced) (GB Compatible),阿童木方块
Command Master (Japan),指令王
"Commander Keen (USA, Europe)",敏捷指挥官
"Conker's Pocket Tales (USA, Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible)",松鼠库克的口袋冒险
Cool Bricks (Europe) (Beta) (1999-03-24),酷砖块
Cool Bricks (Europe) (Beta) (1999-05-10),酷砖块
"Cool Bricks (Europe) (En,Fr,De,Es,It)",酷砖块
"Cool Hand (Europe) (En,Fr,De) (GB Compatible)",拉斯维加斯赌圣
Crazy Bikers (Europe),越野摩托车 2
Crazy Climber (USA) (Proto 2) (2000-11-21),
Crazy Climber (USA) (Proto 1) (2000-09-22),
"Croc (USA, Europe) (Beta 1)",瓜瓜龙
"Croc (USA, Europe) (Beta 2)",瓜瓜龙
"Croc (USA, Europe)",瓜瓜龙
"Croc 2 (USA, Europe)",瓜瓜龙 2
"Cross Country Racing (Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible)",极速狂飙
Cross Hunter - Monster Hunter Version (Japan),十字猎人 - 怪兽篇
Cross Hunter - Treasure Hunter Version (Japan),十字猎人 - 寻宝篇
Cross Hunter - X Hunter Version (Japan),十字猎人 - X猎人
Cruis'n Exotica (USA),异域赛车
Crystalis (USA),水晶战记
"Cubix - Robots for Everyone - Race 'n Robots (USA) (En,Fr,De,Es,It)",哈乐德机械赛场
"CyberTiger (USA, Europe)",伍兹高尔夫
Cyborg Kuro-chan - Devil Fukkatsu (Japan),霹雳酷乐猫
Cyborg Kuro-chan 2 - White Woods no Gyakushuu (Japan),霹雳酷乐猫 2
Daa! Daa! Daa! - Totsuzen Card de Battle de Uranai de! (Japan),外星宝宝撞地球
"Daffy Duck - Fowl Play (USA, Europe) (GB Compatible)",达菲鸭 - 致富记
Daffy Duck - Subette Koron de Oogane Mochi (Japan) (GB Compatible),达菲鸭致富记
Daikaijuu Monogatari - Poyon no Dungeon Room (Japan) (SGB Enhanced) (GB Compatible),大贝兽物语 - 波永的迷宫
Daikaijuu Monogatari - Poyon no Dungeon Room 2 (Japan),大贝兽物语 - 波永的迷宫 2
Daikaijuu Monogatari - The Miracle of the Zone II (Japan) (SGB Enhanced) (GB Compatible),大贝兽物语 - 神奇地带 2
Daikatana (USA) (Proto 1) (2000-04-19),大刀
Daikatana (USA) (Proto 2),大刀
Daikatana GB (Japan) (NP),大刀
Daiku no Gen-san - Kachikachi no Tonkachi ga Kachi (Japan) (SGB Enhanced) (GB Compatible),大力工头阿源君
Dance Dance Revolution GB (Japan),热舞革命
Dance Dance Revolution GB - Disney Mix (Japan),热舞革命 - 迪斯尼版
Dance Dance Revolution GB 2 (Japan),热舞革命 2
Dance Dance Revolution GB 3 (Japan),热舞革命 3
Dancing Furby (Japan) (GB Compatible),音符小精灵
Data-Navi Pro Yakyuu (Japan),公众棒球
Data-Navi Pro Yakyuu 2 (Japan),公众棒球 2
"Dave Mirra Freestyle BMX (USA, Europe)",自行车比赛
"David Beckham Soccer (Europe) (En,Fr,De,Es,It)",贝克汉姆足球
