EN Name,[TBD] Name
0-Ji no Kane to Cinderella - Halloween Wedding (Japan) (v1.01),
007 - From Russia with Love (USA),
"007 - From Russia with Love (Australia) (En,Fr,De,Es,It)",
"007 - From Russia with Love (Europe) (En,Fr,De,Es,It)",
007 - From Russia with Love (Asia) (En),
007 - Russia Yori Ai o Komete (Japan),
100-Man Ton no Barabara (Japan),
11 Eyes Crossover (Japan),
12-Ji no Kane to Cinderella - Halloween Wedding (Japan) (v1.02),
12Riven - The Psi-Climinal of Integral (Japan) (v1.02),
"2 Games in 1! - Archer Maclean's Mercury & Mercury Meltdown (USA) (En,Fr,Es)",
2010 FIFA World Cup - Minami Africa Taikai (Japan) (v1.01),
"2010 FIFA World Cup - South Africa (Europe) (Es,It) (v1.01)",
"2010 FIFA World Cup - South Africa (Europe) (Fr,De) (v1.01)",
"2010 FIFA World Cup - South Africa (Europe) (En,Nl) (v1.01)",
"2010 FIFA World Cup - South Africa (USA) (En,Es) (v1.01)",
24-Ji no Kane to Cinderella - Halloween Wedding (Japan) (v1.02),
"300 - March to Glory (USA) (En,Fr,De,Es,It) (v1.01)",
"300 - March to Glory (Europe) (En,Fr,De,Es,It) (v1.01)",
"3rd Birthday, The (Japan) (v1.01)",
"3rd Birthday, The (Europe)",
"3rd Birthday, The (USA)",
428 - Fuusa Sareta Shibuya de (Japan) (v1.01),
50 Cent - Bulletproof - G-Unit Edition (USA) (v1.02),
50 Cent - Bulletproof - G-Unit Edition (Europe) (v1.03),
50 Cent - Bulletproof - G-Unit Edition (Australia) (v1.01),
7 Wonders of the Ancient World (USA) (v1.01),
"7 Wonders of the Ancient World (Europe) (En,Fr,De,Es,It)",
77 - Beyond the Milky Way (Japan) (v1.01),
7th Dragon 2020 (Japan) (v1.01),
7th Dragon 2020-II (Japan),
Abamama Osheotda! Eoseo Gullyeora! (Korea),
Abunai - Koi no Sousa Shitsu (Japan) (v1.03),
Accel World - Ginyoku no Kakusei (Japan) (v1.01),
Accel World - Kasoku no Chouten (Japan),
Ace Combat - Joint Assault (USA),
"Ace Combat - Joint Assault (Europe) (En,Ja,Fr,De,Es,It) (v1.01)",
"Ace Combat X - Skies of Deception (Japan) (En,Ja,Fr,De,Es,It,Ko) (v2.00)",
"Ace Combat X - Skies of Deception (Japan) (En,Ja,Fr,De,Es,It,Ko) (v1.01)",
Ace Combat X - Skies of Deception (USA),
"Ace Combat X - Skies of Deception (Europe) (En,Ja,Fr,De,Es,It,Ko)",
"Ace Combat X2 - Joint Assault (Japan) (En,Ja,Fr,De,Es,It) (v1.01)",
Aces of War (Europe) (v1.01),
Activision Hits Remixed (USA) (v1.01),
Activision Hits Remixed (Europe),
Adventure Player (Japan) (v1.05),
Adventures to Go! (USA) (v1.02),
"Adventures to Go! (Europe) (En,Fr,De) (v1.02)",
Aedis Eclipse - Generation of Chaos (USA),
Aedis Memories - Shintenmakai Generation of Chaos V (Korea) (v1.02),
Aedis Memories - Shintenmakai Generation of Chaos V (Japan) (v1.03),
AFL Challenge (Europe) (v1.03),
"After Burner - Black Falcon (USA) (En,Fr,Es,It,Nl)",
"After Burner - Black Falcon (Europe) (En,Fr,De,Es,It)",
"After Burner - Black Falcon (Europe) (En,Fr,De,Es,It) (Alt1)",
Agarest Senki Mariage (Japan) (v1.01),
AI Igo (Japan) (v1.02),
AI Mahjong (Japan),
AI Shogi (Japan) (v1.04),
AI Shogi (Japan) (v2.00),
AIR (Japan) (v1.02),
Air Conflicts - Aces of World War II (USA),
Airou de Puzzle (Japan),
Akane Iro ni Somaru Saka Portable (Japan) (v1.01),
Akatsuki no Amaneka to Aoi Kyojin (Japan) (v1.02),
Akatsuki no Goei Trinity (Japan) (v1.01),
